,变电站名称,区域,子区域,x,y,容量（kVA）,相数
13415,UDT8368,GSO,urban-suburban,600697.44,3995707.08,25.0,1
13416,UDT8369,GSO,urban-suburban,611520.4,3997084.31,50.0,1
13417,UDT8370,GSO,urban-suburban,610256.39,3996189.38,25.0,1
13418,UDT8371,GSO,urban-suburban,602136.33,3998693.91,75.0,3
13419,UDT8372,GSO,urban-suburban,600187.03,3997338.79,25.0,1
13420,UDT8373,GSO,urban-suburban,611079.56,3996896.38,25.0,1
13421,UDT8374,GSO,urban-suburban,601945.76,3995911.7,25.0,1
13422,UDT8375,GSO,urban-suburban,599380.62,3994952.92,25.0,1
13423,UDT8376,GSO,urban-suburban,606450.14,3996160.67,100.0,3
13424,UDT8377,GSO,urban-suburban,603571.3,3997781.91,25.0,1
13425,UDT8378,GSO,urban-suburban,603219.94,3997021.8,25.0,1
13426,UDT8379,GSO,urban-suburban,605674.97,3995228.63,25.0,1
13427,UDT8380,GSO,urban-suburban,603942.03,3995524.15,25.0,1
13428,UDT8381,GSO,urban-suburban,611070.48,3995285.48,25.0,1
13429,UDT8382,GSO,urban-suburban,608884.06,3995811.99,25.0,1
13430,UDT8383,GSO,urban-suburban,605839.17,3996980.08,50.0,1
13431,UDT8384,GSO,urban-suburban,603655.63,3996581.0,25.0,1
13432,UDT8385,GSO,urban-suburban,603990.05,3996023.89,25.0,1
13433,UDT8386,GSO,urban-suburban,597824.51,3994837.14,25.0,1
13434,UDT8387,GSO,urban-suburban,601516.4,3998615.82,50.0,1
13435,UDT8388,GSO,urban-suburban,599867.27,3997778.29,25.0,1
13436,UDT8389,GSO,urban-suburban,608839.83,3996028.91,25.0,1
13437,UDT8390,GSO,urban-suburban,602737.38,3998307.03,25.0,1
13438,UDT8391,GSO,urban-suburban,602638.61,3998072.23,25.0,1
13439,UDT8392,GSO,urban-suburban,602614.36,3998033.45,25.0,1
13440,UDT8393,GSO,urban-suburban,602719.57,3998835.16,100.0,3
13441,UDT8394,GSO,urban-suburban,603482.94,3997998.31,25.0,1
13442,UDT8395,GSO,urban-suburban,603234.04,3998849.02,25.0,1
13443,UDT8396,GSO,urban-suburban,603365.1,3998015.22,25.0,1
13444,UDT8397,GSO,urban-suburban,602998.02,3998395.36,25.0,1
13445,UDT8398,GSO,urban-suburban,603565.0,3998152.43,75.0,1
13446,UDT8399,GSO,urban-suburban,603314.33,3998442.66,25.0,1
13447,UDT8400,GSO,urban-suburban,603057.88,3998197.03,25.0,1
13448,UDT8401,GSO,urban-suburban,603146.12,3998087.74,25.0,1
13449,UDT8402,GSO,urban-suburban,603110.12,3998017.31,25.0,1
13450,UDT8403,GSO,urban-suburban,603325.98,3998622.04,25.0,1
13451,UDT8404,GSO,urban-suburban,603097.38,3998440.84,25.0,1
13452,UDT8405,GSO,urban-suburban,603285.34,3998496.75,25.0,1
13453,UDT8406,GSO,urban-suburban,603358.21,3998578.6,25.0,1
13454,UDT8407,GSO,urban-suburban,603227.98,3998437.72,25.0,1
13455,UDT8408,GSO,urban-suburban,603090.15,3995025.72,25.0,1
13456,UDT8409,GSO,urban-suburban,603296.12,3995121.01,25.0,1
13457,UDT8410,GSO,urban-suburban,603189.89,3995486.3,25.0,1
13458,UDT8411,GSO,urban-suburban,602800.73,3995420.26,25.0,1
13459,UDT8412,GSO,urban-suburban,603269.87,3995223.93,25.0,1
13460,UDT8413,GSO,urban-suburban,603178.71,3995308.64,25.0,1
13461,UDT8414,GSO,urban-suburban,603242.8,3995369.18,50.0,1
13462,UDT8415,GSO,urban-suburban,603361.88,3995471.61,25.0,1
13463,UDT8416,GSO,urban-suburban,603265.79,3995394.22,25.0,1
13464,UDT8417,GSO,urban-suburban,602874.35,3995406.81,25.0,1
13465,UDT8418,GSO,urban-suburban,603317.16,3995271.58,25.0,1
13466,UDT8419,GSO,urban-suburban,602724.95,3995433.12,25.0,1
13467,UDT8420,GSO,urban-suburban,602788.17,3995503.49,25.0,1
13468,UDT8421,GSO,urban-suburban,602840.79,3995842.38,25.0,1
13469,UDT8422,GSO,urban-suburban,602996.48,3995360.32,25.0,1
13470,UDT8423,GSO,urban-suburban,602678.78,3995408.29,25.0,1
13471,UDT8424,GSO,urban-suburban,603052.49,3995689.83,25.0,1
13472,UDT8425,GSO,urban-suburban,603009.06,3995718.09,25.0,1
13473,UDT8426,GSO,urban-suburban,602728.74,3995792.66,25.0,1
13474,UDT8427,GSO,urban-suburban,603296.64,3995800.2,25.0,1
13475,UDT8428,GSO,urban-suburban,603528.05,3995764.42,25.0,1
13476,UDT8429,GSO,urban-suburban,603537.22,3995548.64,25.0,1
13477,UDT8430,GSO,urban-suburban,603525.14,3995685.51,25.0,1
13478,UDT8431,GSO,urban-suburban,603523.75,3995779.9,25.0,1
13479,UDT8432,GSO,urban-suburban,603158.43,3995938.08,25.0,1
13480,UDT8433,GSO,urban-suburban,603339.93,3995931.93,25.0,1
13481,UDT8434,GSO,urban-suburban,603396.51,3995852.84,25.0,1
13482,UDT8435,GSO,urban-suburban,600931.95,3992591.96,150.0,3
13483,UDT8436,GSO,urban-suburban,601133.2,3992134.77,75.0,1
13484,UDT8437,GSO,urban-suburban,600740.33,3992317.42,50.0,1
13485,UDT8438,GSO,urban-suburban,600864.88,3992486.42,75.0,3
13486,UDT8439,GSO,urban-suburban,600754.33,3992532.58,75.0,3
13487,UDT8440,GSO,urban-suburban,601448.37,3992620.13,50.0,1
13488,UDT8441,GSO,urban-suburban,601615.95,3992618.25,75.0,1
13489,UDT8442,GSO,urban-suburban,601191.2,3992804.45,50.0,1
13490,UDT8443,GSO,urban-suburban,601589.13,3992743.49,25.0,1
13491,UDT8444,GSO,urban-suburban,601310.35,3992621.67,25.0,1
13492,UDT8445,GSO,urban-suburban,601444.25,3992513.05,25.0,1
13493,UDT8446,GSO,urban-suburban,601863.98,3992024.34,75.0,1
13494,UDT8447,GSO,urban-suburban,600891.3,3992753.35,75.0,3
13495,UDT8448,GSO,urban-suburban,602512.31,3992221.49,50.0,1
13496,UDT8449,GSO,urban-suburban,602417.46,3992341.6,50.0,1
13497,UDT8450,GSO,urban-suburban,600708.6,3992172.84,500.0,3
13498,UDT8451,GSO,urban-suburban,602121.28,3992863.87,50.0,1
13499,UDT8452,GSO,urban-suburban,602099.51,3992805.56,75.0,3
13500,UDT8453,GSO,urban-suburban,602130.6,3992468.85,300.0,3
13501,UDT8454,GSO,urban-suburban,601680.94,3992792.58,25.0,1
13502,UDT8455,GSO,urban-suburban,602473.36,3992338.3,300.0,3
13503,UDT8456,GSO,urban-suburban,602033.69,3993005.15,75.0,1
13504,UDT8457,GSO,urban-suburban,601900.4,3992749.66,25.0,1
13505,UDT8458,GSO,urban-suburban,602133.48,3992888.91,50.0,1
13506,UDT8459,GSO,urban-suburban,602279.36,3992776.37,75.0,3
13507,UDT8460,GSO,urban-suburban,602531.46,3992567.39,75.0,3
13508,UDT8461,GSO,urban-suburban,602268.35,3992680.86,50.0,1
13509,UDT8462,GSO,urban-suburban,602471.72,3992603.67,75.0,3
13510,UDT8463,GSO,urban-suburban,602494.42,3992590.22,25.0,1
13511,UDT8464,GSO,urban-suburban,602390.71,3992632.4,75.0,3
13512,UDT8465,GSO,urban-suburban,602242.39,3992631.9,300.0,3
13513,UDT8466,GSO,urban-suburban,602576.27,3992714.39,50.0,1
13514,UDT8467,GSO,urban-suburban,602463.89,3992608.02,75.0,3
13515,UDT8468,GSO,urban-suburban,602448.24,3992616.71,75.0,3
13516,UDT8469,GSO,urban-suburban,602659.95,3992921.5,50.0,1
13517,UDT8470,GSO,urban-suburban,602489.91,3992837.08,75.0,3
13518,UDT8471,GSO,urban-suburban,602400.27,3992631.88,100.0,3
13519,UDT8472,GSO,urban-suburban,602440.41,3992621.06,75.0,3
13520,UDT8473,GSO,urban-suburban,602636.84,3992794.98,25.0,1
13521,UDT8474,GSO,urban-suburban,602272.43,3992709.8,100.0,3
13522,UDT8475,GSO,urban-suburban,603764.2,3994160.64,25.0,1
13523,UDT8476,GSO,urban-suburban,603743.41,3994328.75,25.0,1
13524,UDT8477,GSO,urban-suburban,603745.11,3994070.76,50.0,1
13525,UDT8478,GSO,urban-suburban,603985.16,3994098.4,1000.0,3
13526,UDT8479,GSO,urban-suburban,603914.13,3994400.45,50.0,1
13527,UDT8480,GSO,urban-suburban,603919.84,3994470.82,25.0,1
13528,UDT8481,GSO,urban-suburban,603983.27,3994697.59,25.0,1
13529,UDT8482,GSO,urban-suburban,603793.01,3994613.14,25.0,1
13530,UDT8483,GSO,urban-suburban,603920.28,3994344.83,25.0,1
13531,UDT8484,GSO,urban-suburban,604398.95,3994040.34,25.0,1
13532,UDT8485,GSO,urban-suburban,603793.01,3994613.14,50.0,1
13533,UDT8486,GSO,urban-suburban,604277.07,3994877.36,50.0,1
13534,UDT8487,GSO,urban-suburban,604457.47,3994216.37,300.0,3
13535,UDT8488,GSO,urban-suburban,604590.93,3994161.81,25.0,1
13536,UDT8489,GSO,urban-suburban,604296.93,3994383.85,50.0,1
13537,UDT8490,GSO,urban-suburban,604485.85,3994405.01,100.0,3
13538,UDT8491,GSO,urban-suburban,604602.17,3994687.66,50.0,1
13539,UDT8492,GSO,urban-suburban,604701.54,3994129.7,300.0,3
13540,UDT8493,GSO,urban-suburban,603645.24,3993569.05,25.0,1
13541,UDT8494,GSO,urban-suburban,603798.62,3993368.1,25.0,1
13542,UDT8495,GSO,urban-suburban,604094.6,3993091.25,50.0,1
13543,UDT8496,GSO,urban-suburban,604352.53,3993065.08,25.0,1
13544,UDT8497,GSO,urban-suburban,604065.57,3993325.7,25.0,1
13545,UDT8498,GSO,urban-suburban,603840.88,3993908.09,50.0,1
13546,UDT8499,GSO,urban-suburban,604183.9,3993250.52,25.0,1
13547,UDT8500,GSO,urban-suburban,603663.17,3993817.24,25.0,1
13548,UDT8501,GSO,urban-suburban,603933.62,3993178.65,25.0,1
13549,UDT8502,GSO,urban-suburban,604599.06,3993520.52,25.0,1
13550,UDT8503,GSO,urban-suburban,604462.18,3993003.15,25.0,1
13551,UDT8504,GSO,urban-suburban,604178.4,3993538.93,25.0,1
13552,UDT8505,GSO,urban-suburban,604607.38,3993435.88,50.0,1
13553,UDT8506,GSO,urban-suburban,604600.35,3993313.73,75.0,1
13554,UDT8507,GSO,urban-suburban,604429.83,3993198.85,25.0,1
13555,UDT8508,GSO,urban-suburban,604436.28,3993216.51,50.0,1
13556,UDT8509,GSO,urban-suburban,603969.09,3993563.52,25.0,1
13557,UDT8510,GSO,urban-suburban,604008.2,3993672.81,50.0,1
13558,UDT8511,GSO,urban-suburban,603943.75,3993430.2,25.0,1
13559,UDT8512,GSO,urban-suburban,603899.12,3993567.18,25.0,1
13560,UDT8513,GSO,urban-suburban,603840.85,3993688.66,50.0,1
13561,UDT8514,GSO,urban-suburban,604257.14,3993537.85,25.0,1
13562,UDT8515,GSO,urban-suburban,604355.55,3993536.51,25.0,1
13563,UDT8516,GSO,urban-suburban,604403.86,3993118.72,25.0,1
13564,UDT8517,GSO,urban-suburban,604227.32,3993413.7,25.0,1
13565,UDT8518,GSO,urban-suburban,603811.04,3993791.73,25.0,1
13566,UDT8519,GSO,urban-suburban,604408.27,3993776.05,50.0,1
13567,UDT8520,GSO,urban-suburban,604027.99,3993672.16,25.0,1
13568,UDT8521,GSO,urban-suburban,604599.7,3993890.97,50.0,1
13569,UDT8522,GSO,urban-suburban,604394.92,3993535.97,50.0,1
13570,UDT8523,GSO,urban-suburban,604353.12,3993892.69,50.0,1
13571,UDT8524,GSO,urban-suburban,604133.29,3993921.19,25.0,1
13572,UDT8525,GSO,urban-suburban,604465.9,3993841.1,50.0,1
13573,UDT8526,GSO,urban-suburban,604489.21,3993530.46,25.0,1
13574,UDT8527,GSO,urban-suburban,604115.18,3993705.52,25.0,1
13575,UDT8528,GSO,urban-suburban,604187.06,3993666.94,25.0,1
13576,UDT8529,GSO,urban-suburban,604386.87,3993660.4,25.0,1
13577,UDT8530,GSO,urban-suburban,604198.87,3993778.14,25.0,1
13578,UDT8531,GSO,urban-suburban,606586.23,3995851.12,25.0,1
13579,UDT8532,GSO,urban-suburban,606608.4,3995535.49,50.0,1
13580,UDT8533,GSO,urban-suburban,605048.91,3993503.96,25.0,1
13581,UDT8534,GSO,urban-suburban,604927.18,3993416.47,25.0,1
13582,UDT8535,GSO,urban-suburban,605092.31,3993685.56,50.0,1
13583,UDT8536,GSO,urban-suburban,604914.52,3993767.86,25.0,1
13584,UDT8537,GSO,urban-suburban,604932.08,3993670.85,25.0,1
13585,UDT8538,GSO,urban-suburban,604832.73,3993275.61,25.0,1
13586,UDT8539,GSO,urban-suburban,604796.89,3993742.34,50.0,1
13587,UDT8540,GSO,urban-suburban,604819.24,3993825.35,25.0,1
13588,UDT8541,GSO,urban-suburban,604669.44,3993593.13,25.0,1
13589,UDT8542,GSO,urban-suburban,604981.17,3993735.8,25.0,1
13590,UDT8543,GSO,urban-suburban,604864.94,3993792.16,25.0,1
13591,UDT8544,GSO,urban-suburban,604658.34,3993528.02,50.0,1
13592,UDT8545,GSO,urban-suburban,604800.64,3993403.39,25.0,1
13593,UDT8546,GSO,urban-suburban,604716.96,3993892.93,50.0,1
13594,UDT8547,GSO,urban-suburban,604799.93,3993611.14,25.0,1
13595,UDT8548,GSO,urban-suburban,604806.16,3993433.82,25.0,1
13596,UDT8549,GSO,urban-suburban,604924.39,3993603.59,25.0,1
13597,UDT8550,GSO,urban-suburban,604926.59,3993510.15,25.0,1
13598,UDT8551,GSO,urban-suburban,604687.36,3993721.62,25.0,1
13599,UDT8552,GSO,urban-suburban,604797.16,3993689.95,50.0,1
13600,UDT8553,GSO,urban-suburban,604802.7,3993532.33,25.0,1
13601,UDT8554,GSO,urban-suburban,604924.83,3993584.9,25.0,1
13602,UDT8555,GSO,urban-suburban,605077.64,3993309.64,50.0,1
13603,UDT8556,GSO,urban-suburban,604799.24,3993630.84,25.0,1
13604,UDT8557,GSO,urban-suburban,604915.36,3993359.47,25.0,1
13605,UDT8558,GSO,urban-suburban,605047.01,3993578.49,50.0,1
13606,UDT8559,GSO,urban-suburban,604910.05,3993299.02,25.0,1
13607,UDT8560,GSO,urban-suburban,604804.78,3993473.22,25.0,1
13608,UDT8561,GSO,urban-suburban,605072.02,3993665.21,25.0,1
13609,UDT8562,GSO,urban-suburban,605065.54,3993378.1,25.0,1
13610,UDT8563,GSO,urban-suburban,605006.78,3993724.15,25.0,1
13611,UDT8564,GSO,urban-suburban,604923.95,3993622.27,25.0,1
13612,UDT8565,GSO,urban-suburban,605039.28,3993875.89,25.0,1
13613,UDT8566,GSO,urban-suburban,605541.53,3993054.7,25.0,1
13614,UDT8567,GSO,urban-suburban,605117.44,3993998.61,300.0,3
13615,UDT8568,GSO,urban-suburban,605463.11,3993082.82,25.0,1
13616,UDT8569,GSO,urban-suburban,605386.44,3993043.7,50.0,1
13617,UDT8570,GSO,urban-suburban,605405.62,3993023.48,25.0,1
13618,UDT8571,GSO,urban-suburban,605534.21,3993557.27,25.0,1
13619,UDT8572,GSO,urban-suburban,605558.02,3993315.77,50.0,1
13620,UDT8573,GSO,urban-suburban,605575.12,3993458.59,50.0,1
13621,UDT8574,GSO,urban-suburban,605552.49,3993160.09,25.0,1
13622,UDT8575,GSO,urban-suburban,605007.27,3993918.82,75.0,3
13623,UDT8576,GSO,urban-suburban,605087.77,3993854.05,25.0,1
13624,UDT8577,GSO,urban-suburban,605554.26,3993208.72,25.0,1
13625,UDT8578,GSO,urban-suburban,605560.9,3993390.19,50.0,1
13626,UDT8579,GSO,urban-suburban,605284.04,3993918.29,300.0,3
13627,UDT8580,GSO,urban-suburban,605641.6,3993213.99,25.0,1
13628,UDT8581,GSO,urban-suburban,605640.8,3993491.84,25.0,1
13629,UDT8582,GSO,urban-suburban,605680.02,3993290.19,25.0,1
13630,UDT8583,GSO,urban-suburban,605551.49,3993142.64,25.0,1
13631,UDT8584,GSO,urban-suburban,605541.53,3993054.7,25.0,1
13632,UDT8585,GSO,urban-suburban,605615.46,3993223.66,25.0,1
13633,UDT8586,GSO,urban-suburban,606739.8,3993264.69,50.0,1
13634,UDT8587,GSO,urban-suburban,606634.09,3993288.69,25.0,1
13635,UDT8588,GSO,urban-suburban,606634.65,3993347.82,75.0,1
13636,UDT8589,GSO,urban-suburban,606633.52,3993229.57,50.0,1
13637,UDT8590,GSO,urban-suburban,606866.07,3993227.03,75.0,1
13638,UDT8591,GSO,urban-suburban,607070.88,3993067.52,50.0,1
13639,UDT8592,GSO,urban-suburban,606870.38,3993292.8,25.0,1
13640,UDT8593,GSO,urban-suburban,606861.46,3993126.41,75.0,1
13641,UDT8594,GSO,urban-suburban,606931.6,3993012.2,50.0,1
13642,UDT8595,GSO,urban-suburban,607075.76,3993151.7,50.0,1
13643,UDT8596,GSO,urban-suburban,606740.58,3993338.47,50.0,1
13644,UDT8597,GSO,urban-suburban,606733.93,3993209.15,25.0,1
13645,UDT8598,GSO,urban-suburban,606970.55,3993179.1,50.0,1
13646,UDT8599,GSO,urban-suburban,606918.69,3993123.29,25.0,1
13647,UDT8600,GSO,urban-suburban,607218.85,3993104.37,25.0,1
13648,UDT8601,GSO,urban-suburban,606857.06,3993051.66,50.0,1
13649,UDT8602,GSO,urban-suburban,607151.09,3993108.67,50.0,1
13650,UDT8603,GSO,urban-suburban,606975.42,3993247.25,50.0,1
13651,UDT8604,GSO,urban-suburban,606995.52,3993118.68,75.0,1
13652,UDT8605,GSO,urban-suburban,607029.43,3993296.09,25.0,1
13653,UDT8606,GSO,urban-suburban,607080.75,3993228.43,25.0,1
13654,UDT8607,GSO,urban-suburban,606934.01,3993311.6,25.0,1
13655,UDT8608,GSO,urban-suburban,607088.98,3993198.66,25.0,1
13656,UDT8609,GSO,urban-suburban,607092.12,3993246.27,25.0,1
13657,UDT8610,GSO,urban-suburban,607167.16,3993205.12,50.0,1
13658,UDT8611,GSO,urban-suburban,607078.25,3993190.06,25.0,1
13659,UDT8612,GSO,urban-suburban,606912.45,3993013.43,50.0,1
13660,UDT8613,GSO,urban-suburban,607407.46,3993029.73,75.0,1
13661,UDT8614,GSO,urban-suburban,607629.0,3993320.89,50.0,1
13662,UDT8615,GSO,urban-suburban,607417.81,3993147.54,25.0,1
13663,UDT8616,GSO,urban-suburban,607631.26,3993357.15,25.0,1
13664,UDT8617,GSO,urban-suburban,607374.05,3993148.88,25.0,1
13665,UDT8618,GSO,urban-suburban,607496.0,3993238.88,25.0,1
13666,UDT8619,GSO,urban-suburban,607496.0,3993238.88,25.0,1
13667,UDT8620,GSO,urban-suburban,607334.54,3993201.11,25.0,1
13668,UDT8621,GSO,urban-suburban,607419.38,3993296.63,25.0,1
13669,UDT8622,GSO,urban-suburban,607452.31,3993144.71,50.0,1
13670,UDT8623,GSO,urban-suburban,607509.03,3993111.58,25.0,1
13671,UDT8624,GSO,urban-suburban,607569.25,3993232.57,50.0,1
13672,UDT8625,GSO,urban-suburban,607533.6,3993022.51,25.0,1
13673,UDT8626,GSO,urban-suburban,607511.94,3993168.78,25.0,1
13674,UDT8627,GSO,urban-suburban,607559.36,3993127.42,50.0,1
13675,UDT8628,GSO,urban-suburban,607444.43,3993276.58,25.0,1
13676,UDT8629,GSO,urban-suburban,607617.32,3993104.01,25.0,1
13677,UDT8630,GSO,urban-suburban,607355.98,3993266.79,25.0,1
13678,UDT8631,GSO,urban-suburban,607321.5,3993067.45,25.0,1
13679,UDT8632,GSO,urban-suburban,607575.81,3993450.15,25.0,1
13680,UDT8633,GSO,urban-suburban,607130.47,3993784.78,25.0,1
13681,UDT8634,GSO,urban-suburban,607512.83,3993584.67,25.0,1
13682,UDT8635,GSO,urban-suburban,607258.82,3993788.18,25.0,1
13683,UDT8636,GSO,urban-suburban,607541.6,3993702.37,25.0,1
13684,UDT8637,GSO,urban-suburban,607182.39,3993606.47,50.0,1
13685,UDT8638,GSO,urban-suburban,607165.5,3993676.25,50.0,1
13686,UDT8639,GSO,urban-suburban,607005.93,3993486.43,25.0,1
13687,UDT8640,GSO,urban-suburban,607012.11,3993610.82,25.0,1
13688,UDT8641,GSO,urban-suburban,607370.37,3993837.97,25.0,1
13689,UDT8642,GSO,urban-suburban,607253.15,3993491.65,25.0,1
13690,UDT8643,GSO,urban-suburban,607052.28,3993680.78,50.0,1
13691,UDT8644,GSO,urban-suburban,607108.89,3993678.52,50.0,1
13692,UDT8645,GSO,urban-suburban,607185.74,3993729.26,25.0,1
13693,UDT8646,GSO,urban-suburban,603431.61,3999742.56,25.0,1
13694,UDT8647,GSO,urban-suburban,603414.82,3999724.3,50.0,1
13695,UDT8648,GSO,urban-suburban,603393.18,3999704.94,50.0,1
13696,UDT8649,GSO,urban-suburban,603430.51,3999191.58,25.0,1
13697,UDT8650,GSO,urban-suburban,603426.94,3999209.66,50.0,1
13698,UDT8651,GSO,urban-suburban,603462.07,3999153.5,75.0,1
13699,UDT8652,GSO,urban-suburban,603388.4,3999201.51,75.0,1
13700,UDT8653,GSO,urban-suburban,603426.94,3999209.66,50.0,1
13701,UDT8654,GSO,urban-suburban,603566.93,3999114.01,50.0,1
13702,UDT8655,GSO,urban-suburban,603457.12,3999161.09,25.0,1
13703,UDT8656,GSO,urban-suburban,603566.93,3999114.01,50.0,1
13704,UDT8657,GSO,urban-suburban,603398.54,3999129.36,75.0,1
13705,UDT8658,GSO,urban-suburban,603405.29,3999103.57,25.0,1
13706,UDT8659,GSO,urban-suburban,603420.23,3999014.28,75.0,1
13707,UDT8660,GSO,urban-suburban,603157.89,3999040.92,25.0,1
13708,UDT8661,GSO,urban-suburban,603344.69,3999666.2,25.0,1
13709,UDT8662,GSO,urban-suburban,601153.71,3998516.29,25.0,1
13710,UDT8663,GSO,urban-suburban,599238.5,3996752.46,50.0,1
13711,UDT8664,GSO,urban-suburban,601779.97,3996038.06,25.0,1
13712,UDT8665,GSO,urban-suburban,603058.63,3997251.45,25.0,1
13713,UDT8666,GSO,urban-suburban,604589.26,3995654.12,25.0,1
13714,UDT8667,GSO,urban-suburban,609575.77,3995353.97,300.0,3
13715,UDT8668,GSO,urban-suburban,610675.58,3995363.13,150.0,3
13716,UDT8669,GSO,urban-suburban,601307.39,3996139.03,25.0,1
13717,UDT8670,GSO,urban-suburban,611988.03,3997007.48,25.0,1
13718,UDT8671,GSO,urban-suburban,603262.59,3998457.05,25.0,1
13719,UDT8672,GSO,urban-suburban,597777.84,3994086.83,25.0,1
13720,UDT8673,GSO,urban-suburban,608522.24,3996117.88,25.0,1
13721,UDT8674,GSO,urban-suburban,602489.74,3996838.89,75.0,3
13722,UDT8675,GSO,urban-suburban,598132.7,3996368.1,75.0,3
13723,UDT8676,GSO,urban-suburban,602027.46,3995672.64,50.0,1
13724,UDT8677,GSO,urban-suburban,603485.22,3996417.41,25.0,1
13725,UDT8678,GSO,urban-suburban,602021.0,3997151.53,50.0,1
13726,UDT8679,GSO,urban-suburban,602851.97,3997383.97,25.0,1
13727,UDT8680,GSO,urban-suburban,604867.01,3997418.87,100.0,3
13728,UDT8681,GSO,urban-suburban,607510.39,3995841.72,25.0,1
13729,UDT8682,GSO,urban-suburban,604283.34,3995777.07,25.0,1
13730,UDT8683,GSO,urban-suburban,608733.39,3995595.12,25.0,1
13731,UDT8684,GSO,urban-suburban,608434.4,3996264.38,25.0,1
13732,UDT8685,GSO,urban-suburban,599096.97,3995495.02,25.0,1
13733,UDT8686,GSO,urban-suburban,606066.95,3996812.56,25.0,1
13734,UDT8687,GSO,urban-suburban,602530.86,3995188.72,25.0,1
13735,UDT8688,GSO,urban-suburban,605202.08,3994560.84,25.0,1
13736,UDT8689,GSO,urban-suburban,603576.51,3999483.17,75.0,3
13737,UDT8690,GSO,urban-suburban,607193.58,3995178.2,25.0,1
13738,UDT8691,GSO,urban-suburban,600832.79,3995664.28,25.0,1
13739,UDT8692,GSO,urban-suburban,603340.53,3995622.09,25.0,1
13740,UDT8693,GSO,urban-suburban,603588.23,3995039.85,25.0,1
13741,UDT8694,GSO,urban-suburban,602761.92,3998156.44,25.0,1
13742,UDT8695,GSO,urban-suburban,605332.54,3996373.59,25.0,1
13743,UDT8696,GSO,urban-suburban,608461.01,3996503.36,25.0,1
13744,UDT8697,GSO,urban-suburban,602647.83,3998160.6,25.0,1
13745,UDT8698,GSO,urban-suburban,601319.29,3997481.06,50.0,1
13746,UDT8699,GSO,urban-suburban,598746.56,3995020.03,25.0,1
13747,UDT8700,GSO,urban-suburban,605812.8,3996160.89,300.0,3
13748,UDT8701,GSO,urban-suburban,603316.11,3996754.74,50.0,1
13749,UDT8702,GSO,urban-suburban,602705.03,3996116.02,50.0,1
13750,UDT8703,GSO,urban-suburban,598620.98,3998472.97,25.0,1
13751,UDT8704,GSO,urban-suburban,605652.35,3995725.79,25.0,1
13752,UDT8705,GSO,urban-suburban,605513.3,3997172.78,25.0,1
13753,UDT8706,GSO,urban-suburban,601513.06,3996000.34,75.0,1
13754,UDT8707,GSO,urban-suburban,611830.58,3996572.5,150.0,3
13755,UDT8708,GSO,urban-suburban,605701.37,3997079.85,25.0,1
13756,UDT8709,GSO,urban-suburban,602974.57,3995158.45,25.0,1
13757,UDT8710,GSO,urban-suburban,603822.73,3998260.6,300.0,3
13758,UDT8711,GSO,urban-suburban,605528.83,3996504.47,100.0,3
13759,UDT8712,GSO,urban-suburban,598422.53,3993921.77,75.0,3
13760,UDT8713,GSO,urban-suburban,609100.46,3996084.83,300.0,3
13761,UDT8714,GSO,urban-suburban,602085.98,3995565.21,25.0,1
13762,UDT8715,GSO,urban-suburban,604840.23,3994809.99,25.0,1
13763,UDT8716,GSO,urban-suburban,605686.11,3995398.35,25.0,1
13764,UDT8717,GSO,urban-suburban,603604.78,3999478.76,75.0,3
13765,UDT8718,GSO,urban-suburban,604931.56,3995030.01,25.0,1
13766,UDT8719,GSO,urban-suburban,603180.69,3996531.07,25.0,1
13767,UDT8720,GSO,urban-suburban,599057.53,3997914.6,25.0,1
13768,UDT8721,GSO,urban-suburban,603889.63,3995865.55,25.0,1
13769,UDT8722,GSO,urban-suburban,611507.25,3995643.33,25.0,1
13770,UDT8723,GSO,urban-suburban,608487.27,3995220.58,25.0,1
13771,UDT8724,GSO,urban-suburban,602084.85,3999320.52,25.0,1
13772,UDT8725,GSO,urban-suburban,601143.03,3995693.49,50.0,1
13773,UDT8726,GSO,urban-suburban,603322.91,3995657.98,25.0,1
13774,UDT8727,GSO,urban-suburban,602868.81,3994983.4,50.0,1
13775,UDT8728,GSO,urban-suburban,603255.84,3998151.66,25.0,1
13776,UDT8729,GSO,urban-suburban,603936.64,3997677.65,50.0,1
13777,UDT8730,GSO,urban-suburban,603753.83,3997120.83,25.0,1
13778,UDT8731,GSO,urban-suburban,608680.61,3996537.96,25.0,1
13779,UDT8732,GSO,urban-suburban,611464.01,3996945.58,25.0,1
13780,UDT8733,GSO,urban-suburban,602208.88,3996469.46,25.0,1
13781,UDT8734,GSO,urban-suburban,606810.55,3996229.76,25.0,1
13782,UDT8735,GSO,urban-suburban,603514.0,3996070.83,25.0,1
13783,UDT8736,GSO,urban-suburban,603080.31,3997107.37,25.0,1
13784,UDT8737,GSO,urban-suburban,598431.28,3998404.61,75.0,3
13785,UDT8738,GSO,urban-suburban,607893.45,3995336.51,25.0,1
13786,UDT8739,GSO,urban-suburban,611900.19,3995662.77,25.0,1
13787,UDT8740,GSO,urban-suburban,603838.06,3996011.66,25.0,1
13788,UDT8741,GSO,urban-suburban,603609.67,3998241.55,25.0,1
13789,UDT8742,GSO,urban-suburban,603871.06,3997235.84,25.0,1
13790,UDT8743,GSO,urban-suburban,600192.58,3998307.59,25.0,1
13791,UDT8744,GSO,urban-suburban,600074.68,3997868.19,25.0,1
