Code,NodeA,NodeB,NomV,Len,Equip,R,X,C,R0,X0,C0,Imax,Status,Phases,PhasesV,PhasesVI,Subest,Feeder,
L(R:IDT964LV-P1ILV2138)         ,IDT964LV   ,P1ILV2138  ,0.42  ,0.011 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00568 ,0.00105 ,0.55471    ,0.01747 ,0.01356  ,0.04069  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
L(R:IDT966LV-P1ILV1907)         ,IDT966LV   ,P1ILV1907  ,0.42  ,0.001 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00083 ,0.00010 ,0.05448    ,0.00203 ,0.00125  ,0.00376  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
L(R:IDM1965-P1ILV1911)          ,IDM1965    ,P1ILV1911  ,0.42  ,0.007 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00398 ,0.00074 ,0.38878    ,0.01225 ,0.00951  ,0.02852  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS2_1247 ,IHS2_1247 -> IDT785  ,
L(R:IDM1965-IDT970LV)           ,IDT970LV   ,IDM1965    ,0.42  ,0.053 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02849 ,0.00529 ,2.78392    ,0.08770 ,0.06806  ,0.20419  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS2_1247 ,IHS2_1247 -> IDT785  ,
L(R:IDM1966-P1ILV2045)          ,IDM1966    ,P1ILV2045  ,0.42  ,0.005 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00293 ,0.00054 ,0.28629    ,0.00902 ,0.00700  ,0.02100  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS2_1247 ,IHS2_1247 -> IDT785  ,
L(R:IDM1966-IDT970LV)           ,IDT970LV   ,IDM1966    ,0.42  ,0.045 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02417 ,0.00448 ,2.36122    ,0.07438 ,0.05773  ,0.17319  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS2_1247 ,IHS2_1247 -> IDT785  ,
L(R:IDT975LV-P1ILV1919)         ,IDT975LV   ,P1ILV1919  ,0.42  ,0.091 ,1P_OH_CU_4_Ionic_0_416_0               ,0.07609 ,0.00926 ,4.98491    ,0.18530 ,0.11468  ,0.34403  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,IHS2_1247 ,IHS2_1247 -> IDT1106 ,
L(R:IDT976LV-P1ILV1920)         ,IDT976LV   ,P1ILV1920  ,0.42  ,0.094 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.05068 ,0.00940 ,4.95195    ,0.15600 ,0.12107  ,0.36320  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS2_1247 ,IHS2_1247 -> IDT785  ,
L(R:IDT978LV-P1ILV1924)         ,IDT978LV   ,P1ILV1924  ,0.42  ,0.031 ,1P_OH_CU_4_Ionic_0_416_0               ,0.02608 ,0.00317 ,1.70868    ,0.06352 ,0.03931  ,0.11792  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,IHS1_1247 ,IHS1_1247 -> IDT1289 ,
L(R:IDT980LV-P1ILV1927)         ,IDT980LV   ,P1ILV1927  ,0.42  ,0.017 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00905 ,0.00168 ,0.88411    ,0.02785 ,0.02162  ,0.06485  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
L(R:IDT980LV-P1ILV2243)         ,IDT980LV   ,P1ILV2243  ,0.42  ,0.017 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00905 ,0.00168 ,0.88411    ,0.02785 ,0.02162  ,0.06485  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
L(R:IDT981LV-P1ILV1928)         ,IDT981LV   ,P1ILV1928  ,0.42  ,0.060 ,1P_OH_CU_4_Ionic_0_416_0               ,0.04983 ,0.00606 ,3.26431    ,0.12134 ,0.07510  ,0.22529  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,IHS2_1247 ,IHS2_1247 -> IDT1528 ,
L(R:IDT983LV-P1ILV1930)         ,IDT983LV   ,P1ILV1930  ,0.42  ,0.042 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02268 ,0.00421 ,2.21596    ,0.06981 ,0.05418  ,0.16253  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS1_1247 ,IHS1_1247 -> IDT1289 ,
L(R:IDT989LV-P1ILV1940)         ,IDT989LV   ,P1ILV1940  ,0.42  ,0.019 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01619 ,0.00197 ,1.06032    ,0.03941 ,0.02439  ,0.07318  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT991LV-P1ILV1942)         ,IDT991LV   ,P1ILV1942  ,0.42  ,0.025 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00669 ,0.00231 ,1.43130    ,0.02711 ,0.01745  ,0.05234  ,301 ,1 ,C   ,C_LV   ,1_LV_100.333 ,IHS3_1247 ,IHS3_1247 -> IDT1334 ,
L(R:IDT993LV-P1ILV1944)         ,IDT993LV   ,P1ILV1944  ,0.42  ,0.028 ,1P_OH_CU_4_Ionic_0_416_0               ,0.02358 ,0.00287 ,1.54466    ,0.05742 ,0.03553  ,0.10660  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
L(R:IDT994LV-P1ILV2090)         ,IDT994LV   ,P1ILV2090  ,0.42  ,0.012 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00675 ,0.00125 ,0.65936    ,0.02077 ,0.01612  ,0.04836  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS2_1247 ,IHS2_1247 -> IDT1528 ,
L(R:IDM1994-P1ILV1945)          ,IDM1994    ,P1ILV1945  ,0.42  ,0.013 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00706 ,0.00131 ,0.69011    ,0.02174 ,0.01687  ,0.05062  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS2_1247 ,IHS2_1247 -> IDT1528 ,
L(R:IDM1994-IDT994LV)           ,IDT994LV   ,IDM1994    ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00533 ,0.00099 ,0.52123    ,0.01642 ,0.01274  ,0.03823  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS2_1247 ,IHS2_1247 -> IDT1528 ,
L(R:IDT996LV-P1ILV1947)         ,IDT996LV   ,P1ILV1947  ,0.42  ,0.043 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02317 ,0.00430 ,2.26413    ,0.07132 ,0.05535  ,0.16606  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,IHS0_1247 ,IHS0_1247 -> IDT620  ,
L(R:IDM2001-P1ILV1956)          ,IDM2001    ,P1ILV1956  ,0.42  ,0.019 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01021 ,0.00189 ,0.99778    ,0.03143 ,0.02439  ,0.07318  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS2_1247 ,IHS2_1247 -> IDT1380 ,
L(R:IDM2001-IDT1000LV)          ,IDT1000LV  ,IDM2001    ,0.42  ,0.019 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01047 ,0.00194 ,1.02276    ,0.03222 ,0.02500  ,0.07501  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS2_1247 ,IHS2_1247 -> IDT1380 ,
L(R:IDM2002-P1ILV2097)          ,IDM2002    ,P1ILV2097  ,0.42  ,0.018 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00947 ,0.00176 ,0.92499    ,0.02914 ,0.02261  ,0.06784  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS2_1247 ,IHS2_1247 -> IDT1380 ,
L(R:IDM2002-IDT1000LV)          ,IDT1000LV  ,IDM2002    ,0.42  ,0.029 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01570 ,0.00291 ,1.53376    ,0.04832 ,0.03750  ,0.11249  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS2_1247 ,IHS2_1247 -> IDT1380 ,
L(R:IDT1002LV-P1ILV1958)        ,IDT1002LV  ,P1ILV1958  ,0.42  ,0.066 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.03562 ,0.00661 ,3.48004    ,0.10963 ,0.08508  ,0.25525  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDM2017-P1ILV1981)          ,IDM2017    ,P1ILV1981  ,0.42  ,0.045 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02420 ,0.00449 ,2.36491    ,0.07450 ,0.05782  ,0.17346  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS0_1247 ,IHS0_1247 -> IDT740  ,
L(R:IDM2017-IDT1015LV)          ,IDT1015LV  ,IDM2017    ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00535 ,0.00099 ,0.52263    ,0.01646 ,0.01278  ,0.03833  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS0_1247 ,IHS0_1247 -> IDT740  ,
L(R:IDM2018-P1ILV2129)          ,IDM2018    ,P1ILV2129  ,0.42  ,0.022 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01201 ,0.00223 ,1.17329    ,0.03696 ,0.02869  ,0.08606  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS0_1247 ,IHS0_1247 -> IDT740  ,
L(R:IDM2018-IDT1015LV)          ,IDT1015LV  ,IDM2018    ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00535 ,0.00099 ,0.52315    ,0.01648 ,0.01279  ,0.03837  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS0_1247 ,IHS0_1247 -> IDT740  ,
L(R:IDT1017LV-P1ILV1983)        ,IDT1017LV  ,P1ILV1983  ,0.42  ,0.001 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00083 ,0.00010 ,0.05448    ,0.00203 ,0.00125  ,0.00376  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,IHS2_1247 ,IHS2_1247 -> IDT1106 ,
L(R:IDT1019LV-P1ILV1988)        ,IDT1019LV  ,P1ILV1988  ,0.42  ,0.029 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01574 ,0.00292 ,1.53801    ,0.04845 ,0.03760  ,0.11281  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDT1025LV-P1ILV1996)        ,IDT1025LV  ,P1ILV1996  ,0.42  ,0.036 ,1P_OH_CU_4_Ionic_0_416_0               ,0.02957 ,0.00360 ,1.93681    ,0.07200 ,0.04456  ,0.13367  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1028LV-P1ILV2000)        ,IDT1028LV  ,P1ILV2000  ,0.42  ,0.076 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.04126 ,0.00766 ,4.03160    ,0.12700 ,0.09857  ,0.29570  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
L(R:IDM2033-P1ILV2062)          ,IDM2033    ,P1ILV2062  ,0.42  ,0.106 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.02869 ,0.00989 ,6.13998    ,0.11630 ,0.07485  ,0.22454  ,301 ,1 ,C   ,C_LV   ,1_LV_100.333 ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
L(R:IDM2033-IDT1028LV)          ,IDT1028LV  ,IDM2033    ,0.42  ,0.010 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00268 ,0.00092 ,0.57415    ,0.01088 ,0.00700  ,0.02100  ,301 ,1 ,C   ,C_LV   ,1_LV_100.333 ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
L(R:IDT1032LV-P1ILV2004)        ,IDT1032LV  ,P1ILV2004  ,0.42  ,0.048 ,1P_OH_CU_4_Ionic_0_416_0               ,0.03988 ,0.00485 ,2.61238    ,0.09711 ,0.06010  ,0.18029  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,IHS0_1247 ,IHS0_1247 -> IDT620  ,
L(R:IDM2042-P1ILV2009)          ,IDM2042    ,P1ILV2009  ,0.42  ,0.019 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01052 ,0.00195 ,1.02819    ,0.03239 ,0.02514  ,0.07541  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM2042-IDT1037LV)          ,IDT1037LV  ,IDM2042    ,0.42  ,0.035 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01877 ,0.00348 ,1.83430    ,0.05778 ,0.04485  ,0.13454  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM2043-P1ILV2241)          ,IDM2043    ,P1ILV2241  ,0.42  ,0.024 ,1P_OH_CU_4_Ionic_0_416_0               ,0.02032 ,0.00247 ,1.33102    ,0.04948 ,0.03062  ,0.09186  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM2043-IDT1037LV)          ,IDT1037LV  ,IDM2043    ,0.42  ,0.043 ,1P_OH_CU_4_Ionic_0_416_0               ,0.03569 ,0.00434 ,2.33772    ,0.08690 ,0.05378  ,0.16134  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM2047-P1ILV2013)          ,IDM2047    ,P1ILV2013  ,0.42  ,0.014 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00732 ,0.00136 ,0.71519    ,0.02253 ,0.01749  ,0.05246  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
L(R:IDM2047-IDT1041LV)          ,IDT1041LV  ,IDM2047    ,0.42  ,0.039 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02133 ,0.00396 ,2.08378    ,0.06564 ,0.05095  ,0.15284  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
L(R:IDM2048-P1ILV2119)          ,IDM2048    ,P1ILV2119  ,0.42  ,0.026 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01401 ,0.00260 ,1.36852    ,0.04311 ,0.03346  ,0.10038  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
L(R:IDM2048-IDT1041LV)          ,IDT1041LV  ,IDM2048    ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00533 ,0.00099 ,0.52074    ,0.01640 ,0.01273  ,0.03819  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
L(R:IDT1042LV-P1ILV2014)        ,IDT1042LV  ,P1ILV2014  ,0.42  ,0.060 ,1P_UG_AL_2/0_Converse_0_416_0          ,0.02590 ,0.00591 ,3.29299    ,0.08936 ,0.06444  ,0.19331  ,233 ,1 ,A   ,A_LV   ,1_LV_77.6667 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDT1046LV-P1ILV2018)        ,IDT1046LV  ,P1ILV2018  ,0.42  ,0.050 ,1P_OH_CU_4_Ionic_0_416_0               ,0.04123 ,0.00502 ,2.70108    ,0.10041 ,0.06214  ,0.18641  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,IHS0_1247 ,IHS0_1247 -> IDT740  ,
L(R:IDT1047LV-P1ILV2019)        ,IDT1047LV  ,P1ILV2019  ,0.42  ,0.070 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.01904 ,0.00656 ,4.07500    ,0.07718 ,0.04967  ,0.14902  ,301 ,1 ,B   ,B_LV   ,1_LV_100.333 ,IHS1_1247 ,IHS1_1247 -> IDT1289 ,
L(R:IDT1048LV-P1ILV2020)        ,IDT1048LV  ,P1ILV2020  ,0.42  ,0.007 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00566 ,0.00069 ,0.37093    ,0.01379 ,0.00853  ,0.02560  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,IHS0_1247 ,IHS0_1247 -> IDT999  ,
L(R:IDT1050LV-P1ILV2022)        ,IDT1050LV  ,P1ILV2022  ,0.42  ,0.013 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01062 ,0.00129 ,0.69560    ,0.02586 ,0.01600  ,0.04801  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,IHS1_1247 ,IHS1_1247 -> IDT1439 ,
L(R:IDT1051LV-P1ILV2024)        ,IDT1051LV  ,P1ILV2024  ,0.42  ,0.001 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00083 ,0.00010 ,0.05448    ,0.00203 ,0.00125  ,0.00376  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,IHS0_1247 ,IHS0_1247 -> IDT740  ,
L(R:IDT1052LV-P1ILV2025)        ,IDT1052LV  ,P1ILV2025  ,0.42  ,0.043 ,1P_OH_CU_4_Ionic_0_416_0               ,0.03548 ,0.00432 ,2.32448    ,0.08641 ,0.05347  ,0.16042  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,IHS0_1247 ,IHS0_1247 -> IDT740  ,
L(R:IDT1053LV-P1ILV2027)        ,IDT1053LV  ,P1ILV2027  ,0.42  ,0.072 ,1P_OH_CU_4_Ionic_0_416_0               ,0.05972 ,0.00727 ,3.91210    ,0.14542 ,0.09000  ,0.26999  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,IHS2_1247 ,IHS2_1247 -> IDT1528 ,
L(R:IDT1054LV-P1ILV2028)        ,IDT1054LV  ,P1ILV2028  ,0.42  ,0.028 ,1P_OH_CU_4_Ionic_0_416_0               ,0.02353 ,0.00286 ,1.54152    ,0.05730 ,0.03546  ,0.10639  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,IHS2_1247 ,IHS2_1247 -> IDT1380 ,
L(R:IDT1056LV-P1ILV2031)        ,IDT1056LV  ,P1ILV2031  ,0.42  ,0.027 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00722 ,0.00249 ,1.54413    ,0.02925 ,0.01882  ,0.05647  ,301 ,1 ,C   ,C_LV   ,1_LV_100.333 ,IHS2_1247 ,IHS2_1247 -> IDT898  ,
L(R:IDT1059LV-P1ILV2034)        ,IDT1059LV  ,P1ILV2034  ,0.42  ,0.017 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00919 ,0.00171 ,0.89828    ,0.02830 ,0.02196  ,0.06589  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDT1065LV-P1ILV2043)        ,IDT1065LV  ,P1ILV2043  ,0.42  ,0.042 ,1P_OH_CU_4_Ionic_0_416_0               ,0.03493 ,0.00425 ,2.28804    ,0.08505 ,0.05264  ,0.15791  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
L(R:IDT1073LV-P1ILV2057)        ,IDT1073LV  ,P1ILV2057  ,0.42  ,0.089 ,1P_OH_CU_4_Ionic_0_416_0               ,0.07398 ,0.00900 ,4.84632    ,0.18015 ,0.11149  ,0.33447  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,IHS2_1247 ,IHS2_1247 -> IDT898  ,
L(R:IDT1078LV-P1ILV2066)        ,IDT1078LV  ,P1ILV2066  ,0.42  ,0.001 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00054 ,0.00010 ,0.05281    ,0.00166 ,0.00129  ,0.00387  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
L(R:IDT1079LV-P1ILV2067)        ,IDT1079LV  ,P1ILV2067  ,0.42  ,0.039 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02114 ,0.00392 ,2.06546    ,0.06507 ,0.05050  ,0.15149  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,IHS3_1247 ,IHS3_1247 -> IDT1334 ,
L(R:IDM2087-P1ILV2234)          ,IDM2087    ,P1ILV2234  ,0.42  ,0.074 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.04000 ,0.00742 ,3.90806    ,0.12311 ,0.09555  ,0.28664  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,IHS3_1247 ,IHS3_1247 -> IDT1334 ,
L(R:IDM2087-IDT1079LV)          ,IDT1079LV  ,IDM2087    ,0.42  ,0.009 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00510 ,0.00095 ,0.49815    ,0.01569 ,0.01218  ,0.03654  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,IHS3_1247 ,IHS3_1247 -> IDT1334 ,
L(R:IDT1080LV-P1ILV2068)        ,IDT1080LV  ,P1ILV2068  ,0.42  ,0.005 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00247 ,0.00046 ,0.24091    ,0.00759 ,0.00589  ,0.01767  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDT1081LV-P1ILV2069)        ,IDT1081LV  ,P1ILV2069  ,0.42  ,0.001 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00054 ,0.00010 ,0.05281    ,0.00166 ,0.00129  ,0.00387  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,IHS0_1247 ,IHS0_1247 -> IDT620  ,
L(R:IDT1083LV-P1ILV2075)        ,IDT1083LV  ,P1ILV2075  ,0.42  ,0.001 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00083 ,0.00010 ,0.05448    ,0.00203 ,0.00125  ,0.00376  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM2095-P1ILV2080)          ,IDM2095    ,P1ILV2080  ,0.42  ,0.089 ,1P_OH_CU_4_Ionic_0_416_0               ,0.07394 ,0.00900 ,4.84398    ,0.18006 ,0.11144  ,0.33431  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,IHS2_1247 ,IHS2_1247 -> IDT1106 ,
L(R:IDM2095-IDT1086LV)          ,IDT1086LV  ,IDM2095    ,0.42  ,0.019 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01611 ,0.00196 ,1.05517    ,0.03922 ,0.02427  ,0.07282  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,IHS2_1247 ,IHS2_1247 -> IDT1106 ,
L(R:IDM2096-P1ILV2286)          ,IDM2096    ,P1ILV2286  ,0.42  ,0.093 ,1P_OH_CU_4_Ionic_0_416_0               ,0.07771 ,0.00946 ,5.09048    ,0.18922 ,0.11711  ,0.35132  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,IHS2_1247 ,IHS2_1247 -> IDT1106 ,
L(R:IDM2096-IDT1086LV)          ,IDT1086LV  ,IDM2096    ,0.42  ,0.019 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01612 ,0.00196 ,1.05570    ,0.03924 ,0.02429  ,0.07286  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,IHS2_1247 ,IHS2_1247 -> IDT1106 ,
L(R:IDT1088LV-P1ILV2082)        ,IDT1088LV  ,P1ILV2082  ,0.42  ,0.035 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01869 ,0.00347 ,1.82671    ,0.05754 ,0.04466  ,0.13398  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,IHS1_1247 ,IHS1_1247 -> IDT1478 ,
L(R:IDM2099-P1ILV2084)          ,IDM2099    ,P1ILV2084  ,0.42  ,0.025 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01363 ,0.00253 ,1.33199    ,0.04196 ,0.03257  ,0.09770  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDM2099-IDT1089LV)          ,IDT1089LV  ,IDM2099    ,0.42  ,0.038 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02052 ,0.00381 ,2.00504    ,0.06316 ,0.04902  ,0.14706  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDM2100-P1ILV2409)          ,IDM2100    ,P1ILV2409  ,0.42  ,0.033 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01761 ,0.00327 ,1.72075    ,0.05421 ,0.04207  ,0.12621  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDM2100-IDT1089LV)          ,IDT1089LV  ,IDM2100    ,0.42  ,0.038 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02053 ,0.00381 ,2.00557    ,0.06318 ,0.04903  ,0.14710  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1090LV-P1ILV2085)        ,IDT1090LV  ,P1ILV2085  ,0.42  ,0.048 ,1P_OH_CU_4_Ionic_0_416_0               ,0.04019 ,0.00489 ,2.63306    ,0.09788 ,0.06057  ,0.18172  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
L(R:IDT1095LV-P1ILV2093)        ,IDT1095LV  ,P1ILV2093  ,0.42  ,0.021 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00557 ,0.00192 ,1.19097    ,0.02256 ,0.01452  ,0.04355  ,301 ,1 ,B   ,B_LV   ,1_LV_100.333 ,IHS2_1247 ,IHS2_1247 -> IDT1106 ,
L(R:IDT1097LV-P1ILV2095)        ,IDT1097LV  ,P1ILV2095  ,0.42  ,0.043 ,1P_OH_CU_4_Ionic_0_416_0               ,0.03584 ,0.00436 ,2.34816    ,0.08729 ,0.05402  ,0.16206  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,IHS1_1247 ,IHS1_1247 -> IDT1439 ,
L(R:IDT1100LV-P1ILV2104)        ,IDT1100LV  ,P1ILV2104  ,0.42  ,0.009 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00763 ,0.00093 ,0.49962    ,0.01857 ,0.01149  ,0.03448  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,IHS0_1247 ,IHS0_1247 -> IDT605  ,
