Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,,,,,,
P1IMV20    ,3,12.47,2209.84,726.34,IHS2_1247 ,IHS2_1247 -> IDT1528 ,2762.3,907.92,18100000,1,,,,,,
P1ILV1705  ,1,0.42,5.05,1.03,IHS4_1247 ,IHS4_1247 -> IDT275  ,12.64,2.57,34690.72,2,,,,,,
P1ILV1706  ,1,0.42,3.48,0.71,IHS3_1247 ,IHS3_1247 -> IDT1334 ,8.71,1.77,23907.73,1,,,,,,
P1ILV1707  ,1,0.42,8.31,2.73,IHS2_1247 ,IHS2_1247 -> IDT1380 ,20.78,6.83,56924.77,1,,,,,,
P1ILV1708  ,1,0.42,4.14,1.36,IHS3_1247 ,IHS3_1247 -> IDT893  ,10.35,3.4,6167.26,1,,,,,,
P1ILV1709  ,3,0.42,95.23,31.3,IHS3_1247 ,IHS3_1247 -> IDT960  ,238.08,78.25,652253.4,1,,,,,,
P1ILV1710  ,1,0.42,5.28,1.07,IHS2_1247 ,IHS2_1247 -> IDT785  ,13.2,2.68,47236.22,2,,,,,,
P1ILV1711  ,1,0.42,14.49,4.76,IHS1_1247 ,IHS1_1247 -> IDT1289 ,36.23,11.91,99249.33,1,,,,,,
P1ILV1712  ,1,0.42,4.64,0.94,IHS1_1247 ,IHS1_1247 -> IDT1485 ,11.59,2.35,34379.66,1,,,,,,
P1ILV1713  ,3,0.42,225.72,45.83,IHS2_1247 ,IHS2_1247 -> IDT1380 ,564.29,114.58,1673920,1,,,,,,
P1IMV21    ,3,12.47,3136.51,1030.92,IHS0_1247 ,IHS0_1247 -> IDT620  ,3920.64,1288.65,25800000,1,,,,,,
P1ILV1714  ,3,0.42,57.9,19.03,IHS0_1247 ,IHS0_1247 -> IDT629  ,144.76,47.58,951067.9,1,,,,,,
P1ILV1715  ,1,0.42,5,1.01,IHS0_1247 ,IHS0_1247 -> IDT740  ,12.49,2.54,34283.83,2,,,,,,
P1ILV1716  ,1,0.42,8.72,1.77,IHS2_1247 ,IHS2_1247 -> IDT1380 ,21.8,4.43,64673.21,1,,,,,,
P1ILV1717  ,3,0.42,87.17,28.65,IHS0_1247 ,IHS0_1247 -> IDT999  ,217.93,71.63,1431832,1,,,,,,
P1ILV1718  ,1,0.42,4.14,1.36,IHS2_1247 ,IHS2_1247 -> IDT898  ,10.35,3.4,3958.61,1,,,,,,
P1ILV1719  ,3,0.42,28.19,5.72,IHS4_1247 ,IHS4_1247 -> IDT275  ,70.46,14.31,252081.7,14,,,,,,
P1ILV1720  ,1,0.42,14.31,2.91,IHS3_1247 ,IHS3_1247 -> IDT893  ,35.77,7.26,106108,1,,,,,,
P1IMV22    ,3,12.47,2932.85,963.98,IHS2_1247 ,IHS2_1247 -> IDT486  ,3666.07,1204.98,24100000,1,,,,,,
P1ILV1721  ,1,0.42,1.38,0.28,IHS2_1247 ,IHS2_1247 -> IDT785  ,3.45,0.7,11622.22,1,,,,,,
P1ILV1722  ,1,0.42,10.69,3.52,IHS1_1247 ,IHS1_1247 -> IDT1478 ,26.74,8.79,175657.5,1,,,,,,
P1ILV1723  ,3,0.42,19.79,6.5,IHS1_1247 ,IHS1_1247 -> IDT1289 ,49.47,16.26,135536.1,1,,,,,,
P1ILV1724  ,1,0.42,13.64,4.48,IHS3_1247 ,IHS3_1247 -> IDT960  ,34.1,11.21,93411.59,1,,,,,,
P1ILV1725  ,3,0.42,22.82,7.5,IHS1_1247 ,IHS1_1247 -> IDT1478 ,57.04,18.75,156267.7,1,,,,,,
P1ILV1726  ,1,0.42,13.21,4.34,IHS0_1247 ,IHS0_1247 -> IDT740  ,33.02,10.85,90463.93,1,,,,,,
P1ILV1727  ,3,0.42,31.51,6.4,IHS3_1247 ,IHS3_1247 -> IDT893  ,78.77,16,347791.8,1,,,,,,
P1ILV1728  ,3,0.42,45.54,14.97,IHS2_1247 ,IHS2_1247 -> IDT1106 ,113.85,37.42,747976.5,1,,,,,,
P1ILV1729  ,3,0.42,54.82,18.02,IHS3_1247 ,IHS3_1247 -> IDT1010 ,137.05,45.05,900441.9,1,,,,,,
P1ILV1730  ,3,0.42,36.54,7.42,IHS2_1247 ,IHS2_1247 -> IDT1528 ,91.34,18.55,270946.1,1,,,,,,
P1ILV1731  ,1,0.42,18.48,6.07,IHS1_1247 ,IHS1_1247 -> IDT1478 ,46.2,15.18,303516.1,1,,,,,,
P1ILV1732  ,3,0.42,32.69,6.64,IHS3_1247 ,IHS3_1247 -> IDT893  ,81.72,16.59,373021.1,1,,,,,,
P1ILV1733  ,1,0.42,4.14,1.36,IHS1_1247 ,IHS1_1247 -> IDT1289 ,10.35,3.4,17308.82,1,,,,,,
P1ILV1734  ,3,0.42,162.94,53.56,IHS0_1247 ,IHS0_1247 -> IDT740  ,407.35,133.89,2676292,1,,,,,,
P1ILV1735  ,1,0.42,4.14,1.36,IHS1_1247 ,IHS1_1247 -> IDT1485 ,10.35,3.4,3226.3,1,,,,,,
P1ILV1736  ,1,0.42,6.72,1.37,IHS4_1247 ,IHS4_1247 -> IDT275  ,16.81,3.41,46147.8,4,,,,,,
P1ILV1737  ,1,0.42,3.78,0.77,IHS3_1247 ,IHS3_1247 -> IDT960  ,9.44,1.92,25923.27,2,,,,,,
P1ILV1738  ,1,0.42,3.75,0.76,IHS0_1247 ,IHS0_1247 -> IDT620  ,9.37,1.9,31086.88,1,,,,,,
P1ILV1739  ,1,0.42,1.48,0.3,IHS3_1247 ,IHS3_1247 -> IDT893  ,3.69,0.75,10945.47,1,,,,,,
P1ILV1740  ,3,0.42,39.64,8.05,IHS1_1247 ,IHS1_1247 -> IDT1289 ,99.09,20.12,293945,1,,,,,,
P1ILV1741  ,3,0.42,30.22,6.14,IHS4_1247 ,IHS4_1247 -> IDT275  ,75.55,15.34,270272.8,17,,,,,,
P1ILV1742  ,1,0.42,4.55,1.5,IHS1_1247 ,IHS1_1247 -> IDT1289 ,11.38,3.74,31169.12,1,,,,,,
P1ILV1743  ,1,0.42,1.62,0.33,IHS3_1247 ,IHS3_1247 -> IDT960  ,4.05,0.82,12445.67,1,,,,,,
P1ILV1744  ,1,0.42,4.14,1.36,IHS3_1247 ,IHS3_1247 -> IDT960  ,10.35,3.4,10240.34,1,,,,,,
P1ILV1745  ,1,0.42,4.14,1.36,IHS0_1247 ,IHS0_1247 -> IDT740  ,10.35,3.4,10080.48,1,,,,,,
P1ILV1746  ,3,0.42,53.48,10.86,IHS3_1247 ,IHS3_1247 -> IDT893  ,133.69,27.15,344964.4,1,,,,,,
P1ILV1747  ,3,0.42,51.78,17.02,IHS2_1247 ,IHS2_1247 -> IDT1106 ,129.44,42.55,850435.4,1,,,,,,
P1ILV1748  ,3,0.42,162.34,32.96,IHS3_1247 ,IHS3_1247 -> IDT1010 ,405.85,82.41,1238466,1,,,,,,
P1ILV1749  ,1,0.42,13.99,4.6,IHS2_1247 ,IHS2_1247 -> IDT898  ,34.98,11.5,95846.48,1,,,,,,
P1ILV1750  ,1,0.42,4.73,0.96,IHS2_1247 ,IHS2_1247 -> IDT486  ,11.82,2.4,39202.48,1,,,,,,
P1ILV1751  ,1,0.42,3.19,0.65,IHS1_1247 ,IHS1_1247 -> IDT1289 ,7.97,1.62,23630.52,1,,,,,,
P1ILV1752  ,3,0.42,49.16,9.98,IHS1_1247 ,IHS1_1247 -> IDT1478 ,122.91,24.96,364594.9,1,,,,,,
P1ILV1753  ,3,0.42,223.55,73.48,IHS1_1247 ,IHS1_1247 -> IDT1289 ,558.88,183.69,3671824,1,,,,,,
P1ILV1754  ,1,0.42,4.26,1.4,IHS3_1247 ,IHS3_1247 -> IDT960  ,10.65,3.5,29167.98,1,,,,,,
P1ILV1755  ,1,0.42,5.19,1.05,IHS0_1247 ,IHS0_1247 -> IDT740  ,12.99,2.64,38523.7,1,,,,,,
P1ILV1756  ,1,0.42,4.14,1.36,IHS2_1247 ,IHS2_1247 -> IDT898  ,10.35,3.4,16476.34,1,,,,,,
P1ILV1757  ,3,0.42,99.92,32.84,IHS3_1247 ,IHS3_1247 -> IDT960  ,249.8,82.1,684364.3,1,,,,,,
P1ILV1758  ,1,0.42,16.44,5.4,IHS2_1247 ,IHS2_1247 -> IDT486  ,41.1,13.51,112603.3,1,,,,,,
P1ILV1759  ,3,0.42,36.73,7.46,IHS2_1247 ,IHS2_1247 -> IDT785  ,91.82,18.64,328479,27,,,,,,
P1ILV1760  ,3,0.42,66.93,13.59,IHS1_1247 ,IHS1_1247 -> IDT1289 ,167.32,33.97,496327.3,1,,,,,,
P1ILV1761  ,3,0.42,67.83,22.29,IHS1_1247 ,IHS1_1247 -> IDT1478 ,169.58,55.74,1114121,1,,,,,,
P1ILV1762  ,3,0.42,206.1,41.85,IHS1_1247 ,IHS1_1247 -> IDT1478 ,515.25,104.62,2807493,1,,,,,,
P1ILV1763  ,3,0.42,54.38,17.87,IHS1_1247 ,IHS1_1247 -> IDT1289 ,135.95,44.68,372458.7,1,,,,,,
P1ILV1764  ,1,0.42,4.07,0.83,IHS3_1247 ,IHS3_1247 -> IDT960  ,10.17,2.07,27927.9,2,,,,,,
P1ILV1765  ,3,0.42,66.08,21.72,IHS2_1247 ,IHS2_1247 -> IDT1106 ,165.2,54.3,1085361,1,,,,,,
P1ILV1766  ,3,0.42,45.15,14.84,IHS3_1247 ,IHS3_1247 -> IDT226  ,112.86,37.1,309209.1,1,,,,,,
P1ILV1767  ,1,0.42,6.34,2.08,IHS2_1247 ,IHS2_1247 -> IDT898  ,15.85,5.21,43414.56,1,,,,,,
P1ILV1768  ,3,0.42,39.41,12.95,IHS1_1247 ,IHS1_1247 -> IDT1478 ,98.52,32.38,269928,1,,,,,,
P1ILV1769  ,3,0.42,24.1,4.89,IHS3_1247 ,IHS3_1247 -> IDT893  ,60.25,12.23,178724.4,1,,,,,,
P1ILV1770  ,3,0.42,30.96,6.29,IHS2_1247 ,IHS2_1247 -> IDT785  ,77.4,15.72,276881.7,18,,,,,,
P1ILV1771  ,1,0.42,4.14,1.36,IHS2_1247 ,IHS2_1247 -> IDT898  ,10.35,3.4,10304.53,1,,,,,,
P1ILV1772  ,1,0.42,2.95,0.6,IHS3_1247 ,IHS3_1247 -> IDT1334 ,7.37,1.5,20238.75,1,,,,,,
P1ILV1773  ,1,0.42,3.79,0.77,IHS3_1247 ,IHS3_1247 -> IDT960  ,9.47,1.92,25993.89,2,,,,,,
P1ILV1774  ,3,0.42,111.48,36.64,IHS2_1247 ,IHS2_1247 -> IDT1106 ,278.69,91.6,763524.7,1,,,,,,
P1ILV1775  ,1,0.42,4.14,1.36,IHS2_1247 ,IHS2_1247 -> IDT785  ,10.35,3.4,46043.95,1,,,,,,
P1ILV1776  ,1,0.42,5.8,1.18,IHS4_1247 ,IHS4_1247 -> IDT275  ,14.51,2.95,51897.7,3,,,,,,
P1ILV1777  ,1,0.42,12.4,4.08,IHS3_1247 ,IHS3_1247 -> IDT960  ,31,10.19,84939.4,1,,,,,,
P1ILV1778  ,1,0.42,5.06,1.03,IHS2_1247 ,IHS2_1247 -> IDT785  ,12.65,2.57,45250.49,2,,,,,,
P1ILV1779  ,3,0.42,55.37,11.24,IHS1_1247 ,IHS1_1247 -> IDT1289 ,138.41,28.11,410590.8,1,,,,,,
P1ILV1780  ,3,0.42,50.73,10.3,IHS1_1247 ,IHS1_1247 -> IDT1478 ,126.83,25.75,559989.4,1,,,,,,
P1ILV1781  ,1,0.42,3.71,0.75,IHS1_1247 ,IHS1_1247 -> IDT1289 ,9.29,1.89,27543.82,1,,,,,,
P1ILV1782  ,3,0.42,21.2,6.97,IHS4_1247 ,IHS4_1247 -> IDT275  ,53.01,17.42,145231.8,1,,,,,,
P1ILV1783  ,3,0.42,46.65,15.33,IHS3_1247 ,IHS3_1247 -> IDT893  ,116.62,38.33,319500,1,,,,,,
P1ILV1784  ,1,0.42,4.06,0.82,IHS1_1247 ,IHS1_1247 -> IDT1478 ,10.15,2.06,30106.69,1,,,,,,
P1ILV1785  ,3,0.42,37.72,12.4,IHS1_1247 ,IHS1_1247 -> IDT1289 ,94.29,30.99,258322.1,1,,,,,,
P1ILV1786  ,3,0.42,50.56,10.27,IHS0_1247 ,IHS0_1247 -> IDT740  ,126.4,25.67,374958.9,1,,,,,,
P1ILV1787  ,1,0.42,4.71,0.96,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.76,2.39,32294.19,2,,,,,,
P1ILV1788  ,1,0.42,4.14,1.36,IHS2_1247 ,IHS2_1247 -> IDT898  ,10.35,3.4,4135.37,1,,,,,,
P1ILV1789  ,3,0.42,60.05,19.74,IHS1_1247 ,IHS1_1247 -> IDT1289 ,150.11,49.34,411262.8,1,,,,,,
P1ILV1790  ,1,0.42,1.38,0.28,IHS3_1247 ,IHS3_1247 -> IDT960  ,3.45,0.7,9248.87,1,,,,,,
P1ILV1791  ,3,0.42,46.27,9.4,IHS3_1247 ,IHS3_1247 -> IDT893  ,115.68,23.49,343163.5,1,,,,,,
P1ILV1792  ,3,0.42,36.79,7.47,IHS2_1247 ,IHS2_1247 -> IDT785  ,91.98,18.68,329057.9,27,,,,,,
P1ILV1793  ,1,0.42,4.86,1.6,IHS1_1247 ,IHS1_1247 -> IDT1478 ,12.16,4,33303.05,1,,,,,,
P1ILV1794  ,3,0.42,57.67,18.95,IHS0_1247 ,IHS0_1247 -> IDT629  ,144.17,47.38,947166.9,1,,,,,,
P1ILV1795  ,1,0.42,2.94,0.6,IHS0_1247 ,IHS0_1247 -> IDT740  ,7.35,1.49,20187.98,1,,,,,,
P1ILV1796  ,1,0.42,16.76,3.4,IHS0_1247 ,IHS0_1247 -> IDT999  ,41.9,8.51,120214.6,1,,,,,,
P1ILV1797  ,1,0.42,2.63,0.53,IHS0_1247 ,IHS0_1247 -> IDT740  ,6.58,1.34,19519.4,1,,,,,,
P1ILV1798  ,1,0.42,2.55,0.52,IHS1_1247 ,IHS1_1247 -> IDT1439 ,6.38,1.29,17730.48,1,,,,,,
P1ILV1799  ,1,0.42,2.81,0.57,IHS0_1247 ,IHS0_1247 -> IDT740  ,7.03,1.43,19292.74,1,,,,,,
P1IMV23    ,3,12.47,929.32,188.71,IHS2_1247 ,IHS2_1247 -> IDT1528 ,1161.65,235.88,4694131,1,,,,,,
P1ILV1800  ,1,0.42,4.33,0.88,IHS3_1247 ,IHS3_1247 -> IDT1334 ,10.83,2.2,29727.78,2,,,,,,
P1ILV1801  ,1,0.42,18.09,5.94,IHS1_1247 ,IHS1_1247 -> IDT1289 ,45.22,14.86,123879.2,1,,,,,,
P1ILV1802  ,3,0.42,61.05,20.07,IHS0_1247 ,IHS0_1247 -> IDT740  ,152.63,50.17,418166.7,1,,,,,,
P1ILV1803  ,1,0.42,3.37,0.68,IHS3_1247 ,IHS3_1247 -> IDT893  ,8.43,1.71,23135.4,1,,,,,,
P1ILV1804  ,1,0.42,1.47,0.3,IHS3_1247 ,IHS3_1247 -> IDT960  ,3.69,0.75,11502.35,1,,,,,,
P1ILV1805  ,3,0.42,134.82,27.38,IHS0_1247 ,IHS0_1247 -> IDT620  ,337.05,68.44,923888.6,1,,,,,,
P1ILV1806  ,3,0.42,142.46,28.93,IHS3_1247 ,IHS3_1247 -> IDT893  ,356.15,72.32,1892753,1,,,,,,
P1ILV1807  ,3,0.42,29.95,6.08,IHS1_1247 ,IHS1_1247 -> IDT1289 ,74.87,15.2,341737.3,1,,,,,,
P1ILV1808  ,1,0.42,3.18,0.65,IHS3_1247 ,IHS3_1247 -> IDT960  ,7.95,1.61,21825.83,1,,,,,,
P1ILV1809  ,1,0.42,14.82,4.87,IHS3_1247 ,IHS3_1247 -> IDT960  ,37.05,12.18,101495.4,1,,,,,,
P1ILV1810  ,1,0.42,3.91,0.79,IHS2_1247 ,IHS2_1247 -> IDT1528 ,9.76,1.98,26806.27,2,,,,,,
P1ILV1811  ,1,0.42,3.53,0.72,IHS3_1247 ,IHS3_1247 -> IDT960  ,8.84,1.79,24257.16,1,,,,,,
P1ILV1812  ,1,0.42,6.34,2.08,IHS2_1247 ,IHS2_1247 -> IDT1380 ,15.84,5.21,43406.12,1,,,,,,
P1ILV1813  ,3,0.42,246.35,80.97,IHS3_1247 ,IHS3_1247 -> IDT1010 ,615.88,202.43,4046351,1,,,,,,
P1ILV1814  ,1,0.42,4.14,1.36,IHS2_1247 ,IHS2_1247 -> IDT785  ,10.35,3.4,3159.4,1,,,,,,
P1ILV1815  ,1,0.42,6.83,2.25,IHS3_1247 ,IHS3_1247 -> IDT960  ,17.08,5.62,46806.65,1,,,,,,
P1ILV1816  ,3,0.42,307.36,101.02,IHS0_1247 ,IHS0_1247 -> IDT605  ,768.39,252.56,5048317,1,,,,,,
P1ILV1817  ,3,0.42,29.89,9.82,IHS3_1247 ,IHS3_1247 -> IDT960  ,74.72,24.56,204706.3,1,,,,,,
P1ILV1818  ,3,0.42,104.81,34.45,IHS0_1247 ,IHS0_1247 -> IDT740  ,262.02,86.12,1721484,1,,,,,,
P1ILV1819  ,1,0.42,3.55,0.72,IHS3_1247 ,IHS3_1247 -> IDT960  ,8.87,1.8,24353.38,1,,,,,,
P1ILV1820  ,1,0.42,6.7,1.36,IHS3_1247 ,IHS3_1247 -> IDT226  ,16.76,3.4,55574.75,1,,,,,,
P1ILV1821  ,3,0.42,100.59,33.06,IHS2_1247 ,IHS2_1247 -> IDT1528 ,251.48,82.66,688988.8,1,,,,,,
P1ILV1822  ,1,0.42,4.14,1.36,IHS3_1247 ,IHS3_1247 -> IDT893  ,10.35,3.4,57052.79,1,,,,,,
P1ILV1823  ,1,0.42,5.89,1.94,IHS1_1247 ,IHS1_1247 -> IDT1478 ,14.73,4.84,40352.76,1,,,,,,
P1ILV1824  ,1,0.42,4.15,0.84,IHS3_1247 ,IHS3_1247 -> IDT960  ,10.38,2.11,28484.17,2,,,,,,
P1ILV1825  ,3,0.42,58.76,19.31,IHS2_1247 ,IHS2_1247 -> IDT1380 ,146.9,48.28,965113.1,1,,,,,,
P1ILV1826  ,3,0.42,174.62,35.46,IHS3_1247 ,IHS3_1247 -> IDT226  ,436.55,88.65,1378850,1,,,,,,
P1ILV1827  ,1,0.42,11.93,3.92,IHS2_1247 ,IHS2_1247 -> IDT898  ,29.84,9.81,81740.48,1,,,,,,
P1ILV1828  ,1,0.42,11.54,3.79,IHS3_1247 ,IHS3_1247 -> IDT960  ,28.85,9.48,79039.8,1,,,,,,
P1ILV1829  ,3,0.42,182.93,60.13,IHS1_1247 ,IHS1_1247 -> IDT1478 ,457.34,150.32,3004702,1,,,,,,
P1ILV1830  ,3,0.42,38.25,12.57,IHS1_1247 ,IHS1_1247 -> IDT1289 ,95.62,31.43,628192.6,1,,,,,,
P1ILV1831  ,3,0.42,24.65,5.01,IHS3_1247 ,IHS3_1247 -> IDT893  ,61.64,12.52,184570.2,1,,,,,,
P1ILV1832  ,1,0.42,4.14,1.36,IHS2_1247 ,IHS2_1247 -> IDT486  ,10.35,3.4,6249.24,1,,,,,,
P1ILV1833  ,1,0.42,6.07,1.23,IHS2_1247 ,IHS2_1247 -> IDT785  ,15.17,3.08,54262.97,3,,,,,,
P1ILV1834  ,3,0.42,69.82,22.95,IHS3_1247 ,IHS3_1247 -> IDT1334 ,174.54,57.37,478182.3,1,,,,,,
P1ILV1835  ,1,0.42,4.14,1.36,IHS1_1247 ,IHS1_1247 -> IDT1210 ,10.35,3.4,22285.57,1,,,,,,
P1IMV24    ,3,12.47,901.68,296.37,IHS2_1247 ,IHS2_1247 -> IDT785  ,1127.1,370.46,7405028,1,,,,,,
P1ILV1836  ,3,0.42,32.8,10.78,IHS3_1247 ,IHS3_1247 -> IDT960  ,82.01,26.95,224669.8,1,,,,,,
P1ILV1837  ,3,0.42,35.45,7.2,IHS2_1247 ,IHS2_1247 -> IDT1528 ,88.64,18,262927.9,1,,,,,,
P1ILV1838  ,1,0.42,2.22,0.45,IHS1_1247 ,IHS1_1247 -> IDT1289 ,5.55,1.13,16477.82,1,,,,,,
P1ILV1839  ,3,0.42,48.06,15.8,IHS1_1247 ,IHS1_1247 -> IDT1478 ,120.16,39.5,329206.9,1,,,,,,
P1IMV25    ,3,12.47,965.82,317.45,IHS1_1247 ,IHS1_1247 -> IDT1289 ,1207.27,396.81,7931779,1,,,,,,
P1ILV1840  ,3,0.42,19.51,6.41,IHS4_1247 ,IHS4_1247 -> IDT275  ,48.77,16.03,133604.6,1,,,,,,
P1ILV1841  ,1,0.42,3.69,0.75,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.23,1.87,25329.05,1,,,,,,
P1ILV1842  ,3,0.42,61.77,20.3,IHS2_1247 ,IHS2_1247 -> IDT1380 ,154.42,50.75,423054.5,1,,,,,,
P1ILV1843  ,3,0.42,225.23,45.73,IHS4_1247 ,IHS4_1247 -> IDT1687 ,563.06,114.33,2570490,1,,,,,,
P1ILV1844  ,3,0.42,42.42,13.94,IHS3_1247 ,IHS3_1247 -> IDT960  ,106.06,34.86,696811.2,1,,,,,,
P1ILV1845  ,1,0.42,8.21,1.67,IHS3_1247 ,IHS3_1247 -> IDT1010 ,20.52,4.17,56320.59,5,,,,,,
P1ILV1846  ,1,0.42,16.53,3.36,IHS3_1247 ,IHS3_1247 -> IDT893  ,41.32,8.39,118807.5,1,,,,,,
P1ILV1847  ,1,0.42,4.76,0.97,IHS3_1247 ,IHS3_1247 -> IDT960  ,11.91,2.42,32684.8,2,,,,,,
P1ILV1848  ,1,0.42,17.3,5.69,IHS1_1247 ,IHS1_1247 -> IDT1478 ,43.24,14.21,118477.4,1,,,,,,
P1ILV1849  ,1,0.42,4.14,1.36,IHS1_1247 ,IHS1_1247 -> IDT1478 ,10.35,3.4,60533.59,1,,,,,,
P1ILV1850  ,1,0.42,6.12,2.01,IHS2_1247 ,IHS2_1247 -> IDT486  ,15.3,5.03,100490,1,,,,,,
P1ILV1851  ,3,0.42,39.29,7.98,IHS3_1247 ,IHS3_1247 -> IDT960  ,98.24,19.95,448414.1,1,,,,,,
P1ILV1852  ,3,0.42,25.24,5.12,IHS3_1247 ,IHS3_1247 -> IDT893  ,63.09,12.81,187156.7,1,,,,,,
P1ILV1853  ,1,0.42,3.93,0.8,IHS3_1247 ,IHS3_1247 -> IDT1334 ,9.82,1.99,26969.4,2,,,,,,
P1ILV1854  ,3,0.42,237.24,48.17,IHS3_1247 ,IHS3_1247 -> IDT893  ,593.1,120.43,2094603,1,,,,,,
P1ILV1855  ,3,0.42,88.95,29.23,IHS2_1247 ,IHS2_1247 -> IDT1106 ,222.36,73.09,609206.2,1,,,,,,
P1ILV1856  ,3,0.42,313.9,103.18,IHS2_1247 ,IHS2_1247 -> IDT785  ,784.76,257.94,2150007,1,,,,,,
P1ILV1857  ,3,0.42,23.41,7.69,IHS0_1247 ,IHS0_1247 -> IDT620  ,58.52,19.24,160332.1,1,,,,,,
P1ILV1858  ,3,0.42,85.54,28.12,IHS3_1247 ,IHS3_1247 -> IDT960  ,213.86,70.29,585906.2,1,,,,,,
P1ILV1859  ,3,0.42,37.02,7.52,IHS2_1247 ,IHS2_1247 -> IDT785  ,92.55,18.79,331099.6,28,,,,,,
P1ILV1860  ,3,0.42,78.01,15.84,IHS1_1247 ,IHS1_1247 -> IDT1478 ,195.03,39.6,945107.9,1,,,,,,
P1ILV1861  ,1,0.42,4.14,1.36,IHS3_1247 ,IHS3_1247 -> IDT960  ,10.35,3.4,3815.01,1,,,,,,
P1ILV1862  ,1,0.42,4.43,0.9,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.07,2.25,30393.36,2,,,,,,
P1ILV1863  ,3,0.42,222.62,45.2,IHS3_1247 ,IHS3_1247 -> IDT893  ,556.55,113.01,1927489,1,,,,,,
P1ILV1864  ,3,0.42,78.29,15.9,IHS2_1247 ,IHS2_1247 -> IDT1380 ,195.72,39.74,496850.7,1,,,,,,
P1ILV1865  ,3,0.42,74.04,24.34,IHS3_1247 ,IHS3_1247 -> IDT1334 ,185.11,60.84,1216165,1,,,,,,
P1ILV1866  ,3,0.42,75.29,15.29,IHS1_1247 ,IHS1_1247 -> IDT1439 ,188.23,38.22,478489.9,1,,,,,,
P1ILV1867  ,3,0.42,150.03,49.31,IHS0_1247 ,IHS0_1247 -> IDT740  ,375.08,123.28,2464263,1,,,,,,
P1ILV1868  ,1,0.42,6.06,1.23,IHS0_1247 ,IHS0_1247 -> IDT740  ,15.14,3.07,41557.68,3,,,,,,
P1ILV1869  ,1,0.42,2.48,0.5,IHS1_1247 ,IHS1_1247 -> IDT1439 ,6.21,1.26,17355.95,1,,,,,,
P1ILV1870  ,3,0.42,45.42,9.22,IHS2_1247 ,IHS2_1247 -> IDT1380 ,113.54,23.06,336813.7,1,,,,,,
P1ILV1871  ,3,0.42,59.13,19.43,IHS1_1247 ,IHS1_1247 -> IDT1485 ,147.82,48.59,971199.6,1,,,,,,
P1ILV1872  ,3,0.42,297.53,97.79,IHS0_1247 ,IHS0_1247 -> IDT605  ,743.82,244.48,4886893,1,,,,,,
P1ILV1873  ,3,0.42,137.88,45.32,IHS0_1247 ,IHS0_1247 -> IDT629  ,344.71,113.3,2264749,1,,,,,,
P1ILV1874  ,1,0.42,2.86,0.58,IHS0_1247 ,IHS0_1247 -> IDT740  ,7.14,1.45,19611.97,1,,,,,,
P1ILV1875  ,3,0.42,102.49,33.69,IHS0_1247 ,IHS0_1247 -> IDT999  ,256.22,84.21,1683340,1,,,,,,
P1ILV1876  ,3,0.42,177.03,58.19,IHS3_1247 ,IHS3_1247 -> IDT1334 ,442.58,145.47,1212543,1,,,,,,
P1ILV1877  ,3,0.42,36.02,11.84,IHS1_1247 ,IHS1_1247 -> IDT1289 ,90.06,29.6,246728.7,1,,,,,,
P1ILV1878  ,1,0.42,1.38,0.28,IHS3_1247 ,IHS3_1247 -> IDT893  ,3.45,0.7,9881.49,1,,,,,,
P1ILV1879  ,1,0.42,15.57,5.12,IHS2_1247 ,IHS2_1247 -> IDT486  ,38.94,12.8,106670.5,1,,,,,,
P1ILV1738  ,1,0.42,5.86,1.19,IHS0_1247 ,IHS0_1247 -> IDT620  ,14.64,2.97,48569.47,1,,,,,,
P1ILV1881  ,3,0.42,48.5,15.94,IHS2_1247 ,IHS2_1247 -> IDT898  ,121.24,39.85,796568.6,1,,,,,,
P1ILV1882  ,1,0.42,4.14,1.36,IHS3_1247 ,IHS3_1247 -> IDT893  ,10.35,3.4,4483.09,1,,,,,,
P1ILV1883  ,1,0.42,5.44,1.1,IHS2_1247 ,IHS2_1247 -> IDT785  ,13.6,2.76,48650.29,3,,,,,,
P1ILV1884  ,3,0.42,31.97,10.51,IHS1_1247 ,IHS1_1247 -> IDT1478 ,79.93,26.27,525128.7,1,,,,,,
P1ILV1885  ,3,0.42,34.52,11.35,IHS0_1247 ,IHS0_1247 -> IDT740  ,86.3,28.37,567015.9,1,,,,,,
P1ILV1886  ,1,0.42,5.22,1.06,IHS3_1247 ,IHS3_1247 -> IDT960  ,13.04,2.65,35811.44,3,,,,,,
P1ILV1887  ,1,0.42,6.55,2.15,IHS2_1247 ,IHS2_1247 -> IDT1380 ,16.38,5.38,44883.23,1,,,,,,
P1ILV1888  ,3,0.42,83.24,16.9,IHS3_1247 ,IHS3_1247 -> IDT1010 ,208.11,42.26,527170.9,1,,,,,,
P1ILV1889  ,1,0.42,4.14,1.36,IHS2_1247 ,IHS2_1247 -> IDT898  ,10.35,3.4,26957.84,1,,,,,,
P1ILV1890  ,1,0.42,3.87,0.79,IHS3_1247 ,IHS3_1247 -> IDT960  ,9.68,1.97,26575.83,2,,,,,,
