Code,NodeA,NodeB,NomV,Len,Equip,R,X,C,R0,X0,C0,Imax,Status,Phases,PhasesV,PhasesVI,Subest,Feeder,
L(R:P1RLV4260-RDT2488LV)     ,RDT2488LV ,P1RLV4260 ,0.42  ,0.057  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.03094 ,0.00574 ,3.02289   ,0.09523 ,0.07391  ,0.22172  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4263-RDT2488LV)     ,RDT2488LV ,P1RLV4263 ,0.42  ,0.088  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.04777 ,0.00886 ,4.66744   ,0.14703 ,0.11411  ,0.34234  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4262-RDT2489LV)     ,RDT2489LV ,P1RLV4262 ,0.42  ,0.048  ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.01296 ,0.00447 ,2.77333   ,0.05253 ,0.03381  ,0.10142  ,301 ,1 ,A   ,A_LV   ,1_LV_100.333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4264-RDT2490LV)     ,RDT2490LV ,P1RLV4264 ,0.42  ,0.071  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.03819 ,0.00709 ,3.73203   ,0.11757 ,0.09124  ,0.27373  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4265-RDT2491LV)     ,RDT2491LV ,P1RLV4265 ,0.42  ,0.078  ,1P_OH_CU_4_Ionic_0_416_0               ,0.06511 ,0.00792 ,4.26525   ,0.15855 ,0.09812  ,0.29436  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4267-RDM4247)       ,RDM4247   ,P1RLV4267 ,0.42  ,0.099  ,1P_OH_CU_4_Ionic_0_416_0               ,0.08203 ,0.00998 ,5.37340   ,0.19974 ,0.12361  ,0.37084  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:RDM4247-RDT2491LV)       ,RDT2491LV ,RDM4247   ,0.42  ,0.020  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01655 ,0.00201 ,1.08415   ,0.04030 ,0.02494  ,0.07482  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4266-RDT2492LV)     ,RDT2492LV ,P1RLV4266 ,0.42  ,0.085  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.04609 ,0.00855 ,4.50350   ,0.14187 ,0.11010  ,0.33031  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4268-RDT2493LV)     ,RDT2493LV ,P1RLV4268 ,0.42  ,0.038  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03176 ,0.00386 ,2.08025   ,0.07733 ,0.04786  ,0.14357  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4269-RDT2493LV)     ,RDT2493LV ,P1RLV4269 ,0.42  ,0.012  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00965 ,0.00117 ,0.63231   ,0.02350 ,0.01455  ,0.04364  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4271-RDT2493LV)     ,RDT2493LV ,P1RLV4271 ,0.42  ,0.048  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03992 ,0.00486 ,2.61504   ,0.09721 ,0.06016  ,0.18048  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4270-RDT2494LV)     ,RDT2494LV ,P1RLV4270 ,0.42  ,0.001  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00083 ,0.00010 ,0.05448   ,0.00203 ,0.00125  ,0.00376  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4272-RDT2495LV)     ,RDT2495LV ,P1RLV4272 ,0.42  ,0.080  ,1P_OH_CU_4_Ionic_0_416_0               ,0.06690 ,0.00814 ,4.38274   ,0.16292 ,0.10082  ,0.30247  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4273-RDT2496LV)     ,RDT2496LV ,P1RLV4273 ,0.42  ,0.024  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01976 ,0.00240 ,1.29469   ,0.04813 ,0.02978  ,0.08935  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,
L(R:P1RLV4274-RDT2496LV)     ,RDT2496LV ,P1RLV4274 ,0.42  ,0.014  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01190 ,0.00145 ,0.77978   ,0.02899 ,0.01794  ,0.05382  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,
L(R:P1RLV4275-RDT2496LV)     ,RDT2496LV ,P1RLV4275 ,0.42  ,0.021  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01718 ,0.00209 ,1.12528   ,0.04183 ,0.02589  ,0.07766  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,
L(R:P1RLV4276-RDT2497LV)     ,RDT2497LV ,P1RLV4276 ,0.42  ,0.034  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02828 ,0.00344 ,1.85248   ,0.06886 ,0.04262  ,0.12785  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,
L(R:P1RLV4277-RDT2497LV)     ,RDT2497LV ,P1RLV4277 ,0.42  ,0.034  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02828 ,0.00344 ,1.85248   ,0.06886 ,0.04262  ,0.12785  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,
L(R:P1RLV4278-RDM4259)       ,RDM4259   ,P1RLV4278 ,0.42  ,0.039  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03279 ,0.00399 ,2.14830   ,0.07986 ,0.04942  ,0.14826  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,
L(R:RDM4259-RDT2498LV)       ,RDT2498LV ,RDM4259   ,0.42  ,0.018  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01526 ,0.00186 ,0.99986   ,0.03717 ,0.02300  ,0.06900  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,
L(R:P1RLV4280-RDM4260)       ,RDM4260   ,P1RLV4280 ,0.42  ,0.025  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02076 ,0.00253 ,1.35988   ,0.05055 ,0.03128  ,0.09385  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,
L(R:RDM4260-RDT2498LV)       ,RDT2498LV ,RDM4260   ,0.42  ,0.027  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02245 ,0.00273 ,1.47083   ,0.05467 ,0.03384  ,0.10151  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,
L(R:P1RLV4279-RDT2499LV)     ,RDT2499LV ,P1RLV4279 ,0.42  ,0.042  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03476 ,0.00423 ,2.27688   ,0.08464 ,0.05238  ,0.15714  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,
L(R:P1RLV4281-RDT2500LV)     ,RDT2500LV ,P1RLV4281 ,0.42  ,0.053  ,1P_OH_CU_4_Ionic_0_416_0               ,0.04414 ,0.00537 ,2.89183   ,0.10750 ,0.06653  ,0.19958  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,
L(R:P1RLV4282-RDT2501LV)     ,RDT2501LV ,P1RLV4282 ,0.42  ,0.001  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00083 ,0.00010 ,0.05448   ,0.00203 ,0.00125  ,0.00376  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,
L(R:P1RLV4283-RDT2502LV)     ,RDT2502LV ,P1RLV4283 ,0.42  ,0.070  ,1P_OH_CU_4_Ionic_0_416_0               ,0.05852 ,0.00712 ,3.83350   ,0.14250 ,0.08819  ,0.26457  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,
L(R:P1RLV4284-RDT2503LV)     ,RDT2503LV ,P1RLV4284 ,0.42  ,0.001  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00083 ,0.00010 ,0.05448   ,0.00203 ,0.00125  ,0.00376  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,
L(R:P1RLV4285-RDT2504LV)     ,RDT2504LV ,P1RLV4285 ,0.42  ,0.013  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01111 ,0.00135 ,0.72784   ,0.02706 ,0.01674  ,0.05023  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,
L(R:P1RLV4286-RDT2504LV)     ,RDT2504LV ,P1RLV4286 ,0.42  ,0.013  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01111 ,0.00135 ,0.72784   ,0.02706 ,0.01674  ,0.05023  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,
L(R:P1RLV4287-RDT2505LV)     ,RDT2505LV ,P1RLV4287 ,0.42  ,0.083  ,1P_OH_CU_4_Ionic_0_416_0               ,0.06934 ,0.00844 ,4.54240   ,0.16885 ,0.10450  ,0.31349  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,
L(R:P1RLV4288-RDT2506LV)     ,RDT2506LV ,P1RLV4288 ,0.42  ,0.050  ,1P_OH_CU_4_Ionic_0_416_0               ,0.04198 ,0.00511 ,2.75027   ,0.10223 ,0.06327  ,0.18981  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,
L(R:P1RLV4289-RDT2507LV)     ,RDT2507LV ,P1RLV4289 ,0.42  ,0.007  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00543 ,0.00066 ,0.35541   ,0.01321 ,0.00818  ,0.02453  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4290-RDT2507LV)     ,RDT2507LV ,P1RLV4290 ,0.42  ,0.007  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00543 ,0.00066 ,0.35541   ,0.01321 ,0.00818  ,0.02453  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4291-RDT2508LV)     ,RDT2508LV ,P1RLV4291 ,0.42  ,0.001  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00083 ,0.00010 ,0.05448   ,0.00203 ,0.00125  ,0.00376  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4292-RDT2509LV)     ,RDT2509LV ,P1RLV4292 ,0.42  ,0.061  ,1P_OH_CU_4_Ionic_0_416_0               ,0.05079 ,0.00618 ,3.32728   ,0.12368 ,0.07654  ,0.22963  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4293-RDM4274)       ,RDM4274   ,P1RLV4293 ,0.42  ,0.048  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03952 ,0.00481 ,2.58872   ,0.09623 ,0.05955  ,0.17866  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:RDM4274-RDT2510LV)       ,RDT2510LV ,RDM4274   ,0.42  ,0.011  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00947 ,0.00115 ,0.62054   ,0.02307 ,0.01428  ,0.04283  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4294-RDM4275)       ,RDM4275   ,P1RLV4294 ,0.42  ,0.049  ,1P_OH_CU_4_Ionic_0_416_0               ,0.04101 ,0.00499 ,2.68626   ,0.09985 ,0.06180  ,0.18539  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:RDM4275-RDT2510LV)       ,RDT2510LV ,RDM4275   ,0.42  ,0.011  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00948 ,0.00115 ,0.62131   ,0.02310 ,0.01429  ,0.04288  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4295-RDT2511LV)     ,RDT2511LV ,P1RLV4295 ,0.42  ,0.057  ,1P_OH_CU_4_Ionic_0_416_0               ,0.04755 ,0.00579 ,3.11484   ,0.11579 ,0.07166  ,0.21497  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4297-RDM4277)       ,RDM4277   ,P1RLV4297 ,0.42  ,0.073  ,1P_OH_CU_4_Ionic_0_416_0               ,0.06035 ,0.00734 ,3.95367   ,0.14697 ,0.09095  ,0.27286  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:RDM4277-RDT2511LV)       ,RDT2511LV ,RDM4277   ,0.42  ,0.017  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01393 ,0.00170 ,0.91286   ,0.03393 ,0.02100  ,0.06300  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4296-RDT2512LV)     ,RDT2512LV ,P1RLV4296 ,0.42  ,0.055  ,1P_OH_CU_4_Ionic_0_416_0               ,0.04577 ,0.00557 ,2.99807   ,0.11145 ,0.06897  ,0.20691  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4298-RDT2513LV)     ,RDT2513LV ,P1RLV4298 ,0.42  ,0.078  ,1P_OH_CU_4_Ionic_0_416_0               ,0.06447 ,0.00784 ,4.22332   ,0.15699 ,0.09716  ,0.29147  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4299-RDT2514LV)     ,RDT2514LV ,P1RLV4299 ,0.42  ,0.063  ,1P_OH_CU_4_Ionic_0_416_0               ,0.05263 ,0.00640 ,3.44777   ,0.12816 ,0.07932  ,0.23795  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4301-RDT2515LV)     ,RDT2515LV ,P1RLV4301 ,0.42  ,0.098  ,1P_OH_CU_4_Ionic_0_416_0               ,0.08174 ,0.00995 ,5.35482   ,0.19905 ,0.12319  ,0.36956  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4300-RDM4281)       ,RDM4281   ,P1RLV4300 ,0.42  ,0.106  ,1P_OH_CU_4_Ionic_0_416_0               ,0.08850 ,0.01077 ,5.79788   ,0.21552 ,0.13338  ,0.40014  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:RDM4281-RDT2515LV)       ,RDT2515LV ,RDM4281   ,0.42  ,0.015  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01262 ,0.00154 ,0.82650   ,0.03072 ,0.01901  ,0.05704  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4302-RDM4283)       ,RDM4283   ,P1RLV4302 ,0.42  ,0.063  ,1P_OH_CU_4_Ionic_0_416_0               ,0.05208 ,0.00634 ,3.41191   ,0.12683 ,0.07849  ,0.23547  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:RDM4283-RDT2515LV)       ,RDT2515LV ,RDM4283   ,0.42  ,0.019  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01584 ,0.00193 ,1.03757   ,0.03857 ,0.02387  ,0.07161  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4303-RDM4284)       ,RDM4284   ,P1RLV4303 ,0.42  ,0.047  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03878 ,0.00472 ,2.54027   ,0.09443 ,0.05844  ,0.17532  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:RDM4284-RDT2516LV)       ,RDT2516LV ,RDM4284   ,0.42  ,0.030  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02455 ,0.00299 ,1.60854   ,0.05979 ,0.03700  ,0.11101  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4304-RDM4285)       ,RDM4285   ,P1RLV4304 ,0.42  ,0.029  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02373 ,0.00289 ,1.55463   ,0.05779 ,0.03576  ,0.10729  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4307-RDM4285)       ,RDM4285   ,P1RLV4307 ,0.42  ,0.051  ,1P_OH_CU_4_Ionic_0_416_0               ,0.04248 ,0.00517 ,2.78306   ,0.10345 ,0.06402  ,0.19207  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:RDM4285-RDT2516LV)       ,RDT2516LV ,RDM4285   ,0.42  ,0.015  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01215 ,0.00148 ,0.79610   ,0.02959 ,0.01831  ,0.05494  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4306-RDT2517LV)     ,RDT2517LV ,P1RLV4306 ,0.42  ,0.087  ,1P_OH_CU_4_Ionic_0_416_0               ,0.07222 ,0.00879 ,4.73125   ,0.17587 ,0.10884  ,0.32653  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4305-RDM4287)       ,RDM4287   ,P1RLV4305 ,0.42  ,0.051  ,1P_OH_CU_4_Ionic_0_416_0               ,0.04279 ,0.00521 ,2.80321   ,0.10420 ,0.06449  ,0.19346  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:RDM4287-RDT2517LV)       ,RDT2517LV ,RDM4287   ,0.42  ,0.018  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01485 ,0.00181 ,0.97310   ,0.03617 ,0.02239  ,0.06716  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4308-RDT2518LV)     ,RDT2518LV ,P1RLV4308 ,0.42  ,0.031  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02563 ,0.00312 ,1.67888   ,0.06241 ,0.03862  ,0.11587  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4309-RDT2519LV)     ,RDT2519LV ,P1RLV4309 ,0.42  ,0.011  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00916 ,0.00111 ,0.59988   ,0.02230 ,0.01380  ,0.04140  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4310-RDT2520LV)     ,RDT2520LV ,P1RLV4310 ,0.42  ,0.031  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02580 ,0.00314 ,1.69011   ,0.06283 ,0.03888  ,0.11664  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4311-RDT2521LV)     ,RDT2521LV ,P1RLV4311 ,0.42  ,0.077  ,1P_OH_CU_4_Ionic_0_416_0               ,0.06405 ,0.00779 ,4.19589   ,0.15597 ,0.09653  ,0.28958  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4313-RDT2522LV)     ,RDT2522LV ,P1RLV4313 ,0.42  ,0.014  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01170 ,0.00142 ,0.76635   ,0.02849 ,0.01763  ,0.05289  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4312-RDM4293)       ,RDM4293   ,P1RLV4312 ,0.42  ,0.018  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01521 ,0.00185 ,0.99618   ,0.03703 ,0.02292  ,0.06875  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:RDM4293-RDT2522LV)       ,RDT2522LV ,RDM4293   ,0.42  ,0.005  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00406 ,0.00049 ,0.26628   ,0.00990 ,0.00613  ,0.01838  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4314-RDM4295)       ,RDM4295   ,P1RLV4314 ,0.42  ,0.018  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01469 ,0.00179 ,0.96240   ,0.03577 ,0.02214  ,0.06642  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:RDM4295-RDT2522LV)       ,RDT2522LV ,RDM4295   ,0.42  ,0.010  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00854 ,0.00104 ,0.55958   ,0.02080 ,0.01287  ,0.03862  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4316-RDT2523LV)     ,RDT2523LV ,P1RLV4316 ,0.42  ,0.039  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03249 ,0.00395 ,2.12815   ,0.07911 ,0.04896  ,0.14687  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4315-RDM4296)       ,RDM4296   ,P1RLV4315 ,0.42  ,0.040  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03351 ,0.00408 ,2.19519   ,0.08160 ,0.05050  ,0.15150  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:RDM4296-RDT2523LV)       ,RDT2523LV ,RDM4296   ,0.42  ,0.014  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01146 ,0.00139 ,0.75055   ,0.02790 ,0.01727  ,0.05180  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4317-RDT2524LV)     ,RDT2524LV ,P1RLV4317 ,0.42  ,0.079  ,1P_OH_CU_4_Ionic_0_416_0               ,0.06580 ,0.00801 ,4.31056   ,0.16023 ,0.09916  ,0.29749  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4318-RDT2525LV)     ,RDT2525LV ,P1RLV4318 ,0.42  ,0.018  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01532 ,0.00186 ,1.00387   ,0.03732 ,0.02309  ,0.06928  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4319-RDT2525LV)     ,RDT2525LV ,P1RLV4319 ,0.42  ,0.018  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01532 ,0.00186 ,1.00387   ,0.03732 ,0.02309  ,0.06928  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4320-RDT2526LV)     ,RDT2526LV ,P1RLV4320 ,0.42  ,0.001  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00083 ,0.00010 ,0.05448   ,0.00203 ,0.00125  ,0.00376  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4321-RDT2527LV)     ,RDT2527LV ,P1RLV4321 ,0.42  ,0.048  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03962 ,0.00482 ,2.59530   ,0.09647 ,0.05970  ,0.17911  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4322-RDT2528LV)     ,RDT2528LV ,P1RLV4322 ,0.42  ,0.086  ,1P_OH_CU_4_Ionic_0_416_0               ,0.07163 ,0.00872 ,4.69240   ,0.17443 ,0.10795  ,0.32384  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
L(R:P1RLV4323-RDT2529LV)     ,RDT2529LV ,P1RLV4323 ,0.42  ,0.095  ,1P_OH_CU_4_Ionic_0_416_0               ,0.07909 ,0.00962 ,5.18109   ,0.19259 ,0.11919  ,0.35757  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,
