Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P1RLV2409 ,1 ,0.42  ,8.97    ,1.82   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,22.43   ,4.55   ,61580.23   ,1 ,
P1RLV2410 ,1 ,0.42  ,2.19    ,0.45   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,5.48    ,1.11   ,15709.88   ,1 ,
P1RLV2411 ,1 ,0.42  ,3.03    ,0.61   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.56    ,1.54   ,20767.46   ,1 ,
P1RLV2412 ,1 ,0.42  ,5.20    ,1.06   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,13.00   ,2.64   ,35685.13   ,1 ,
P1RLV2413 ,1 ,0.42  ,4.37    ,0.89   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,10.93   ,2.22   ,29998.47   ,1 ,
P1RLV2414 ,1 ,0.42  ,3.01    ,0.61   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.53    ,1.53   ,20673.85   ,1 ,
P1RLV2415 ,3 ,0.42  ,30.50   ,6.19   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,76.25   ,15.48  ,226197.90  ,1 ,
P1RLV2416 ,1 ,0.42  ,3.12    ,0.63   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.79    ,1.58   ,21390.92   ,1 ,
P1RLV2417 ,1 ,0.42  ,3.44    ,0.70   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,8.59    ,1.74   ,23578.80   ,1 ,
P1RLV2418 ,1 ,0.42  ,4.09    ,0.83   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,10.23   ,2.08   ,28084.28   ,1 ,
P1RLV2419 ,1 ,0.42  ,4.66    ,0.95   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,11.64   ,2.36   ,31964.86   ,1 ,
P1RLV2420 ,1 ,0.42  ,5.72    ,1.16   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,14.31   ,2.91   ,39278.73   ,1 ,
P1RLV2421 ,1 ,0.42  ,4.45    ,0.90   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,11.13   ,2.26   ,30554.70   ,1 ,
P1RLV2422 ,1 ,0.42  ,2.89    ,0.59   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.23    ,1.47   ,19843.71   ,1 ,
P1RLV2423 ,1 ,0.42  ,6.74    ,1.37   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,16.85   ,3.42   ,46270.96   ,1 ,
P1RLV2424 ,1 ,0.42  ,5.05    ,1.03   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,12.63   ,2.57   ,34678.91   ,1 ,
P1RLV2425 ,1 ,0.42  ,3.10    ,0.63   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.74    ,1.57   ,21245.09   ,1 ,
P1RLV2426 ,1 ,0.42  ,3.09    ,0.63   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.72    ,1.57   ,21196.69   ,1 ,
P1RLV2427 ,1 ,0.42  ,6.01    ,1.22   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,15.02   ,3.05   ,41238.65   ,1 ,
P1RLV2428 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,3.45    ,0.70   ,6412.20    ,1 ,
P1RLV2429 ,1 ,0.42  ,10.83   ,2.20   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,27.08   ,5.50   ,80325.96   ,1 ,
P1RLV2430 ,1 ,0.42  ,2.12    ,0.43   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,5.30    ,1.08   ,15287.92   ,1 ,
P1RLV2431 ,1 ,0.42  ,4.22    ,0.86   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,10.56   ,2.14   ,28996.26   ,1 ,
P1RLV2432 ,1 ,0.42  ,3.01    ,0.61   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.52    ,1.53   ,20653.05   ,1 ,
P1RLV2433 ,1 ,0.42  ,5.42    ,1.10   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,13.56   ,2.75   ,37224.95   ,1 ,
P1RLV2434 ,1 ,0.42  ,3.26    ,0.66   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,8.16    ,1.66   ,22406.45   ,1 ,
P1RLV2435 ,1 ,0.42  ,4.74    ,0.96   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,11.85   ,2.41   ,32527.10   ,1 ,
P1RLV2436 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,3.45    ,0.70   ,7792.21    ,1 ,
P1RLV2437 ,1 ,0.42  ,1.65    ,0.33   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,4.11    ,0.84   ,12200.96   ,1 ,
P1RLV2438 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,3.45    ,0.70   ,33.40      ,1 ,
P1RLV2439 ,1 ,0.42  ,2.76    ,0.56   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,6.90    ,1.40   ,18949.82   ,1 ,
P1RLV2440 ,1 ,0.42  ,3.64    ,0.74   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,9.09    ,1.85   ,24960.49   ,1 ,
P1RLV2441 ,1 ,0.42  ,5.22    ,1.06   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,13.06   ,2.65   ,35846.19   ,1 ,
P1RLV2442 ,1 ,0.42  ,3.36    ,0.68   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,8.41    ,1.71   ,23086.21   ,1 ,
P1RLV2443 ,1 ,0.42  ,2.50    ,0.51   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,6.24    ,1.27   ,17428.48   ,1 ,
P1RLV2444 ,1 ,0.42  ,4.30    ,0.87   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,10.74   ,2.18   ,29483.15   ,1 ,
P1RLV2445 ,1 ,0.42  ,4.86    ,0.99   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,12.16   ,2.47   ,33376.76   ,1 ,
P1RLV2446 ,1 ,0.42  ,3.02    ,0.61   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.54    ,1.53   ,20702.38   ,1 ,
P1RLV2447 ,1 ,0.42  ,3.54    ,0.72   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,8.84    ,1.80   ,24271.99   ,1 ,
P1RLV2448 ,1 ,0.42  ,6.28    ,1.28   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,15.71   ,3.19   ,43133.37   ,1 ,
P1RLV2449 ,1 ,0.42  ,5.89    ,1.20   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,14.73   ,2.99   ,40441.89   ,1 ,
P1RLV2450 ,1 ,0.42  ,4.59    ,0.93   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,11.47   ,2.33   ,31498.48   ,1 ,
P1RLV2451 ,1 ,0.42  ,4.04    ,0.82   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,10.11   ,2.05   ,27746.89   ,1 ,
P1RLV2452 ,1 ,0.42  ,5.34    ,1.08   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,13.34   ,2.71   ,36630.49   ,1 ,
P1RLV2453 ,1 ,0.42  ,6.40    ,1.30   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,16.00   ,3.25   ,43936.61   ,1 ,
P1RLV2454 ,1 ,0.42  ,3.15    ,0.64   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.87    ,1.60   ,23356.33   ,1 ,
P1RLV2455 ,1 ,0.42  ,3.32    ,0.67   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,8.29    ,1.68   ,24595.35   ,1 ,
P1RLV2456 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,3.45    ,0.70   ,3153.46    ,1 ,
P1RLV2457 ,1 ,0.42  ,3.36    ,0.68   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,8.41    ,1.71   ,23091.30   ,1 ,
P1RLV2458 ,1 ,0.42  ,3.93    ,0.80   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,9.81    ,1.99   ,26943.52   ,1 ,
P1RLV2459 ,1 ,0.42  ,4.74    ,0.96   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,11.86   ,2.41   ,32550.00   ,1 ,
P1RLV2460 ,1 ,0.42  ,1.67    ,0.34   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,4.18    ,0.85   ,12760.19   ,1 ,
P1RLV2461 ,1 ,0.42  ,3.37    ,0.68   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,8.43    ,1.71   ,23145.01   ,1 ,
P1RLV2462 ,1 ,0.42  ,3.01    ,0.61   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.54    ,1.53   ,20691.02   ,1 ,
P1RLV2463 ,1 ,0.42  ,3.45    ,0.70   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,8.62    ,1.75   ,23656.22   ,1 ,
P1RLV2464 ,1 ,0.42  ,3.69    ,0.75   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,9.23    ,1.88   ,25350.74   ,1 ,
P1RLV2465 ,1 ,0.42  ,4.35    ,0.88   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,10.87   ,2.21   ,29840.89   ,1 ,
P1RLV2466 ,1 ,0.42  ,3.69    ,0.75   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,9.22    ,1.87   ,25309.18   ,1 ,
P1RLV2467 ,1 ,0.42  ,4.17    ,0.85   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,10.42   ,2.12   ,28602.28   ,1 ,
P1RLV2468 ,1 ,0.42  ,4.01    ,0.81   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,10.02   ,2.03   ,27511.68   ,1 ,
P1RLV2469 ,1 ,0.42  ,3.46    ,0.70   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,8.66    ,1.76   ,23761.49   ,1 ,
P1RLV2470 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,3.45    ,0.70   ,4083.66    ,1 ,
P1RLV2471 ,1 ,0.42  ,2.77    ,0.56   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,6.92    ,1.40   ,18992.38   ,1 ,
P1RLV2472 ,1 ,0.42  ,3.13    ,0.64   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,7.83    ,1.59   ,21502.79   ,1 ,
P1RLV2473 ,1 ,0.42  ,2.34    ,0.48   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,5.86    ,1.19   ,16562.97   ,1 ,
P1RLV2474 ,1 ,0.42  ,4.07    ,0.83   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,10.19   ,2.07   ,27966.30   ,1 ,
P1RLV2475 ,1 ,0.42  ,4.13    ,0.84   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,10.32   ,2.10   ,28337.02   ,1 ,
P1RLV2476 ,1 ,0.42  ,3.70    ,0.75   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,9.25    ,1.88   ,25401.31   ,1 ,
P1RLV2477 ,1 ,0.42  ,3.13    ,0.64   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,7.84    ,1.59   ,21515.73   ,1 ,
P1RLV2478 ,1 ,0.42  ,4.32    ,0.88   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,10.79   ,2.19   ,29620.60   ,1 ,
P1RLV2479 ,1 ,0.42  ,2.75    ,0.56   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,6.89    ,1.40   ,18906.47   ,1 ,
P1RLV2480 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,3.45    ,0.70   ,4354.64    ,1 ,
P1RLV2481 ,1 ,0.42  ,4.75    ,0.96   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,11.87   ,2.41   ,32591.98   ,1 ,
P1RLV2482 ,1 ,0.42  ,3.51    ,0.71   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,8.78    ,1.78   ,24096.30   ,1 ,
P1RLV2483 ,1 ,0.42  ,4.54    ,0.92   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,11.35   ,2.30   ,31151.71   ,1 ,
P1RLV2484 ,1 ,0.42  ,2.74    ,0.56   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,6.84    ,1.39   ,18789.33   ,1 ,
P1RLV2485 ,1 ,0.42  ,1.40    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,3.50    ,0.71   ,11015.42   ,1 ,
P1RLV2486 ,1 ,0.42  ,3.31    ,0.67   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,8.26    ,1.68   ,22688.75   ,1 ,
P1RLV2487 ,1 ,0.42  ,4.53    ,0.92   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,11.32   ,2.30   ,31084.42   ,1 ,
P1RLV2488 ,1 ,0.42  ,1.86    ,0.38   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,4.64    ,0.94   ,13799.39   ,1 ,
P1RLV2489 ,1 ,0.42  ,2.77    ,0.56   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,6.93    ,1.41   ,19019.07   ,1 ,
P1RLV2490 ,1 ,0.42  ,3.55    ,0.72   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,8.86    ,1.80   ,24330.27   ,1 ,
P1RLV2491 ,1 ,0.42  ,4.17    ,0.85   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,10.43   ,2.12   ,28622.64   ,1 ,
P1RLV2492 ,1 ,0.42  ,4.84    ,0.98   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,12.11   ,2.46   ,33236.21   ,1 ,
P1RLV2493 ,1 ,0.42  ,1.94    ,0.39   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,4.84    ,0.98   ,14251.45   ,1 ,
P1RLV2494 ,1 ,0.42  ,15.42   ,3.13   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,38.56   ,7.83   ,114384.10  ,1 ,
P1RLV2495 ,1 ,0.42  ,4.19    ,0.85   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,10.46   ,2.12   ,28727.00   ,1 ,
P1RLV2496 ,1 ,0.42  ,3.33    ,0.68   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,8.34    ,1.69   ,22882.74   ,1 ,
P1RLV2497 ,1 ,0.42  ,4.40    ,0.89   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,10.99   ,2.23   ,30176.69   ,1 ,
P1RLV2498 ,1 ,0.42  ,2.79    ,0.57   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,6.98    ,1.42   ,19175.12   ,1 ,
P1RLV2499 ,1 ,0.42  ,3.80    ,0.77   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,9.50    ,1.93   ,26082.07   ,1 ,
P1RLV2500 ,1 ,0.42  ,2.61    ,0.53   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,6.51    ,1.32   ,18046.49   ,1 ,
P1RLV2501 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,3.45    ,0.70   ,6908.31    ,1 ,
P1RLV2502 ,1 ,0.42  ,3.66    ,0.74   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,9.14    ,1.86   ,25089.42   ,1 ,
P1RLV2503 ,1 ,0.42  ,2.73    ,0.55   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,6.82    ,1.39   ,18739.68   ,1 ,
P1RLV2504 ,1 ,0.42  ,4.25    ,0.86   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,10.62   ,2.16   ,29147.45   ,1 ,
P1RLV2505 ,1 ,0.42  ,3.83    ,0.78   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,9.58    ,1.95   ,26300.02   ,1 ,
P1RLV2506 ,1 ,0.42  ,5.01    ,1.02   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,12.52   ,2.54   ,34373.68   ,1 ,
P1RLV2507 ,1 ,0.42  ,3.35    ,0.68   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,8.38    ,1.70   ,23000.87   ,1 ,
P1RLV2508 ,1 ,0.42  ,9.86    ,2.00   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,24.64   ,5.00   ,67646.77   ,1 ,
P1RLV2509 ,1 ,0.42  ,3.75    ,0.76   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,9.39    ,1.91   ,25767.64   ,1 ,
P1RLV2510 ,1 ,0.42  ,3.63    ,0.74   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,9.07    ,1.84   ,24899.41   ,1 ,
P1RLV2511 ,1 ,0.42  ,4.84    ,0.98   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,12.10   ,2.46   ,33206.50   ,1 ,
P1RLV2512 ,1 ,0.42  ,3.97    ,0.81   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,9.92    ,2.02   ,27245.40   ,1 ,
P1RLV2513 ,1 ,0.42  ,3.26    ,0.66   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,8.15    ,1.65   ,22363.92   ,1 ,
P1RLV2514 ,1 ,0.42  ,3.66    ,0.74   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,9.16    ,1.86   ,25143.46   ,1 ,
P1RLV2515 ,1 ,0.42  ,2.75    ,0.56   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,6.88    ,1.40   ,18883.18   ,1 ,
P1RLV2516 ,1 ,0.42  ,3.35    ,0.68   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,8.38    ,1.70   ,23014.06   ,1 ,
P1RLV2517 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,3.45    ,0.70   ,8203.45    ,1 ,
P1RLV2518 ,1 ,0.42  ,3.57    ,0.73   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,8.93    ,1.81   ,24524.52   ,1 ,
P1RLV2519 ,1 ,0.42  ,3.00    ,0.61   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,7.50    ,1.52   ,20588.66   ,1 ,
P1RLV2520 ,1 ,0.42  ,3.80    ,0.77   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,9.49    ,1.93   ,26052.02   ,1 ,
P1RLV2521 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,3.45    ,0.70   ,8131.94    ,1 ,
P1RLV2522 ,1 ,0.42  ,3.90    ,0.79   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.75    ,1.98   ,26777.00   ,1 ,
P1RLV2523 ,1 ,0.42  ,3.05    ,0.62   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.63    ,1.55   ,20957.49   ,1 ,
P1RLV2524 ,1 ,0.42  ,3.99    ,0.81   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.97    ,2.02   ,27375.91   ,1 ,
P1RLV2525 ,1 ,0.42  ,4.74    ,0.96   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,11.84   ,2.40   ,32502.65   ,1 ,
P1RLV2526 ,1 ,0.42  ,3.50    ,0.71   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.75    ,1.78   ,24025.96   ,1 ,
P1RLV2527 ,1 ,0.42  ,4.36    ,0.89   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.91   ,2.21   ,29944.63   ,1 ,
P1RLV2528 ,1 ,0.42  ,2.90    ,0.59   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.24    ,1.47   ,19882.07   ,1 ,
P1RLV2529 ,1 ,0.42  ,13.27   ,2.69   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,33.17   ,6.74   ,91057.19   ,1 ,
P1RLV2530 ,1 ,0.42  ,2.91    ,0.59   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.27    ,1.48   ,19960.99   ,1 ,
P1RLV2531 ,1 ,0.42  ,7.10    ,1.44   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,17.74   ,3.60   ,48714.38   ,1 ,
P1RLV2532 ,1 ,0.42  ,2.83    ,0.58   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.08    ,1.44   ,19449.41   ,1 ,
P1RLV2533 ,1 ,0.42  ,3.69    ,0.75   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.23    ,1.87   ,25340.85   ,1 ,
P1RLV2534 ,1 ,0.42  ,5.37    ,1.09   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,13.43   ,2.73   ,36856.46   ,1 ,
P1RLV2535 ,1 ,0.42  ,4.64    ,0.94   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,11.60   ,2.36   ,31857.68   ,1 ,
P1RLV2536 ,1 ,0.42  ,4.58    ,0.93   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,11.45   ,2.33   ,31438.13   ,1 ,
P1RLV2537 ,1 ,0.42  ,3.50    ,0.71   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.75    ,1.78   ,24028.25   ,1 ,
P1RLV2538 ,1 ,0.42  ,4.87    ,0.99   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,12.17   ,2.47   ,33414.32   ,1 ,
P1RLV2539 ,1 ,0.42  ,6.63    ,1.35   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,16.56   ,3.36   ,45469.06   ,1 ,
P1RLV2540 ,1 ,0.42  ,3.50    ,0.71   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.76    ,1.78   ,24048.46   ,1 ,
P1RLV2541 ,1 ,0.42  ,3.80    ,0.77   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,9.50    ,1.93   ,26083.24   ,1 ,
P1RLV2542 ,1 ,0.42  ,1.44    ,0.29   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,3.60    ,0.73   ,11268.39   ,1 ,
P1RLV2543 ,1 ,0.42  ,3.34    ,0.68   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,8.36    ,1.70   ,22954.67   ,1 ,
P1RLV2544 ,1 ,0.42  ,3.59    ,0.73   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,8.97    ,1.82   ,24632.06   ,1 ,
P1RLV2545 ,1 ,0.42  ,6.20    ,1.26   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,15.51   ,3.15   ,42577.05   ,1 ,
P1RLV2546 ,1 ,0.42  ,1.94    ,0.39   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,4.86    ,0.99   ,14304.62   ,1 ,
P1RLV2547 ,1 ,0.42  ,4.73    ,0.96   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,11.82   ,2.40   ,32435.97   ,1 ,
P1RLV2548 ,1 ,0.42  ,3.87    ,0.78   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.66    ,1.96   ,26527.34   ,1 ,
P1RLV2549 ,1 ,0.42  ,4.11    ,0.83   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.27   ,2.09   ,28192.44   ,1 ,
P1RLV2550 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,3.45    ,0.70   ,8184.98    ,1 ,
P1RLV2551 ,1 ,0.42  ,2.34    ,0.48   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,5.85    ,1.19   ,16549.14   ,1 ,
P1RLV2552 ,1 ,0.42  ,3.03    ,0.61   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.57    ,1.54   ,20777.83   ,1 ,
P1RLV2553 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,3.45    ,0.70   ,4050.67    ,1 ,
P1RLV2554 ,1 ,0.42  ,4.39    ,0.89   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.98   ,2.23   ,30145.23   ,1 ,
P1RLV2555 ,1 ,0.42  ,5.87    ,1.19   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,14.68   ,2.98   ,40298.36   ,1 ,
P1RLV2556 ,1 ,0.42  ,3.87    ,0.79   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.68    ,1.96   ,26565.94   ,1 ,
P1RLV2557 ,1 ,0.42  ,3.86    ,0.78   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.64    ,1.96   ,26468.06   ,1 ,
P1RLV2558 ,1 ,0.42  ,4.15    ,0.84   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.37   ,2.11   ,28461.37   ,1 ,
P1RLV2559 ,1 ,0.42  ,3.08    ,0.63   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.70    ,1.56   ,21140.96   ,1 ,
P1RLV2560 ,1 ,0.42  ,3.27    ,0.66   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.18    ,1.66   ,22452.14   ,1 ,
P1RLV2561 ,1 ,0.42  ,3.98    ,0.81   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.95    ,2.02   ,27306.43   ,1 ,
P1RLV2562 ,1 ,0.42  ,5.27    ,1.07   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,13.17   ,2.67   ,36159.33   ,1 ,
P1RLV2563 ,1 ,0.42  ,2.79    ,0.57   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,6.97    ,1.42   ,19135.53   ,1 ,
P1RLV2564 ,1 ,0.42  ,3.15    ,0.64   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.89    ,1.60   ,21650.47   ,1 ,
P1RLV2565 ,1 ,0.42  ,4.80    ,0.97   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,11.99   ,2.44   ,32926.12   ,1 ,
P1RLV2566 ,1 ,0.42  ,3.19    ,0.65   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.99    ,1.62   ,21922.26   ,1 ,
P1RLV2567 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,3.45    ,0.70   ,9830.63    ,1 ,
P1RLV2568 ,1 ,0.42  ,2.44    ,0.50   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,6.11    ,1.24   ,17121.09   ,1 ,
P1RLV2569 ,1 ,0.42  ,2.77    ,0.56   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,6.91    ,1.40   ,18979.17   ,1 ,
P1RLV2570 ,1 ,0.42  ,3.68    ,0.75   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.21    ,1.87   ,25282.43   ,1 ,
P1RLV2571 ,1 ,0.42  ,4.23    ,0.86   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.58   ,2.15   ,29047.59   ,1 ,
P1RLV2572 ,1 ,0.42  ,6.00    ,1.22   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,14.99   ,3.04   ,41153.58   ,1 ,
P1RLV2573 ,1 ,0.42  ,6.32    ,1.28   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,15.79   ,3.21   ,43360.24   ,1 ,
